X1,Y,YC,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,MU0,MU1,S1,GT
1,370.0,1,1,31,1,1,5,7,270.0,470.0,1,200.0
1,250.0,1,1,25,2,1,5,16,150.0,350.0,1,200.0
0,45.0,0,8,46,2,3,2,3,-55.0,145.0,1,200.0
0,150.0,0,8,45,1,3,2,6,50.0,250.0,1,200.0
0,250.0,1,1,29,1,1,3,19,150.0,350.0,1,200.0
1,16.0,0,12,29,2,1,5,16,-84.0,116.0,1,200.0
0,230.0,1,3,41,1,2,3,3,130.0,330.0,1,200.0
1,147.0,0,13,29,2,1,5,8,47.0,247.0,1,200.0
0,218.0,1,5,38,1,2,3,19,118.0,318.0,1,200.0
1,230.0,1,8,45,1,2,5,18,130.0,330.0,1,200.0
1,240.0,1,8,23,2,1,5,16,140.0,340.0,1,200.0
0,128.0,0,12,36,1,2,3,15,28.0,228.0,1,200.0
0,250.0,1,8,59,1,2,3,6,150.0,350.0,1,200.0
1,400.0,1,10,47,2,2,4,7,300.0,500.0,1,200.0
1,120.0,0,8,26,2,1,4,17,20.0,220.0,1,200.0
0,180.0,0,3,51,2,2,3,3,80.0,280.0,1,200.0
0,70.0,0,14,41,2,2,3,9,-30.0,170.0,1,200.0
1,60.0,0,1,30,1,1,5,18,-40.0,160.0,1,200.0
0,420.0,1,7,39,1,2,3,6,320.0,520.0,1,200.0
0,300.0,1,4,43,1,2,3,8,200.0,400.0,1,200.0
0,175.0,0,13,48,2,2,2,3,75.0,275.0,1,200.0
0,120.0,0,1,74,1,2,2,12,20.0,220.0,1,200.0
1,220.0,1,4,44,1,2,5,6,120.0,320.0,1,200.0
0,185.0,0,2,71,2,3,2,17,85.0,285.0,1,200.0
0,300.0,1,1,39,1,2,3,9,200.0,400.0,1,200.0
1,200.0,0,12,24,2,1,4,14,100.0,300.0,1,200.0
1,225.0,1,1,34,1,1,5,13,125.0,325.0,1,200.0
1,350.0,1,8,26,1,1,5,13,250.0,450.0,1,200.0
1,300.0,1,1,39,1,2,5,3,200.0,400.0,1,200.0
0,60.0,0,8,58,1,2,3,14,-40.0,160.0,1,200.0
1,500.0,1,2,41,2,2,5,3,400.0,600.0,1,200.0
1,130.0,0,8,25,2,1,5,16,30.0,230.0,1,200.0
1,500.0,1,15,34,1,1,4,3,400.0,600.0,1,200.0
0,300.0,1,11,37,1,1,3,3,200.0,400.0,1,200.0
0,300.0,1,2,38,2,1,3,3,200.0,400.0,1,200.0
1,250.0,1,8,52,2,2,5,16,150.0,350.0,1,200.0
1,250.0,1,1,49,1,2,5,18,150.0,350.0,1,200.0
0,160.0,0,8,60,1,2,3,6,60.0,260.0,1,200.0
0,200.0,0,1,43,2,3,3,9,100.0,300.0,1,200.0
1,300.0,1,14,36,1,2,4,3,200.0,400.0,1,200.0
0,300.0,1,8,50,1,2,3,8,200.0,400.0,1,200.0
0,180.0,0,10,37,2,2,3,3,80.0,280.0,1,200.0
1,250.0,1,9,63,1,2,5,1,150.0,350.0,1,200.0
1,75.0,0,8,32,1,1,4,11,-25.0,175.0,1,200.0
0,450.0,1,8,30,1,1,3,12,350.0,550.0,1,200.0
1,88.0,0,1,54,1,2,4,6,-12.0,188.0,1,200.0
1,328.0,1,1,30,1,2,5,10,228.0,428.0,1,200.0
1,500.0,1,12,54,1,2,4,3,400.0,600.0,1,200.0
1,450.0,1,1,24,2,1,5,17,350.0,550.0,1,200.0
0,350.0,1,1,36,2,2,3,9,250.0,450.0,1,200.0
1,300.0,1,2,52,1,2,4,5,200.0,400.0,1,200.0
0,180.0,0,11,67,1,3,3,14,80.0,280.0,1,200.0
1,400.0,1,3,57,1,2,5,15,300.0,500.0,1,200.0
1,200.0,0,8,25,1,1,4,14,100.0,300.0,1,200.0
0,149.0,0,4,50,2,3,2,9,49.0,249.0,1,200.0
0,340.0,1,8,30,1,2,3,3,240.0,440.0,1,200.0
0,175.0,0,9,75,1,2,2,15,75.0,275.0,1,200.0
0,100.0,0,8,49,2,2,2,17,0.0,200.0,1,200.0
0,168.0,0,8,63,2,2,3,14,68.0,268.0,1,200.0
0,120.0,0,8,42,1,2,3,6,20.0,220.0,1,200.0
0,290.0,1,1,44,2,2,3,3,190.0,390.0,1,200.0
1,180.0,0,15,33,1,2,4,8,80.0,280.0,1,200.0
0,58.0,0,8,57,1,2,3,9,-42.0,158.0,1,200.0
1,150.0,0,9,40,2,2,4,17,50.0,250.0,1,200.0
0,99.0,0,1,38,1,2,3,3,-1.0,199.0,1,200.0
0,160.0,0,7,52,1,2,3,14,60.0,260.0,1,200.0
0,350.0,1,1,37,1,1,3,3,250.0,450.0,1,200.0
0,100.0,0,2,71,1,2,1,15,0.0,200.0,1,200.0
0,200.0,0,5,53,1,2,3,6,100.0,300.0,1,200.0
0,100.0,0,10,52,1,2,2,7,0.0,200.0,1,200.0
1,140.0,0,12,23,2,1,5,16,40.0,240.0,1,200.0
0,240.0,1,11,59,1,2,3,3,140.0,340.0,1,200.0
1,41.0,0,14,35,2,2,4,15,-59.0,141.0,1,200.0
0,100.0,0,13,62,2,3,3,17,0.0,200.0,1,200.0
1,160.0,0,8,39,2,2,4,17,60.0,260.0,1,200.0
1,130.0,0,2,30,2,1,4,11,30.0,230.0,1,200.0
0,250.0,1,8,33,1,2,3,3,150.0,350.0,1,200.0
1,385.0,1,12,38,1,2,5,7,285.0,485.0,1,200.0
0,180.0,0,3,48,2,2,3,3,80.0,280.0,1,200.0
1,290.0,1,9,39,1,2,5,17,190.0,390.0,1,200.0
0,700.0,1,11,26,1,1,3,3,600.0,800.0,1,200.0
0,200.0,0,5,30,1,2,3,8,100.0,300.0,1,200.0
1,200.0,0,9,36,1,2,5,8,100.0,300.0,1,200.0
0,293.0,1,2,35,1,2,3,8,193.0,393.0,1,200.0
0,274.0,1,13,38,2,2,3,7,174.0,374.0,1,200.0
1,370.0,1,3,36,1,2,5,13,270.0,470.0,1,200.0
1,220.0,1,8,33,2,2,5,17,120.0,320.0,1,200.0
0,166.0,0,3,57,1,2,3,14,66.0,266.0,1,200.0
1,100.0,0,14,39,1,2,5,15,0.0,200.0,1,200.0
0,75.0,0,11,51,2,2,2,9,-25.0,175.0,1,200.0
1,220.0,1,8,26,2,1,5,15,120.0,320.0,1,200.0
0,240.0,1,8,72,1,2,3,3,140.0,340.0,1,200.0
0,235.0,1,8,62,1,2,2,3,135.0,335.0,1,200.0
0,260.0,1,8,34,1,2,3,7,160.0,360.0,1,200.0
0,250.0,1,11,57,1,3,2,6,150.0,350.0,1,200.0
1,200.0,0,8,34,1,2,5,8,100.0,300.0,1,200.0
1,230.0,1,12,22,2,1,5,17,130.0,330.0,1,200.0
0,350.0,1,8,32,2,2,3,3,250.0,450.0,1,200.0
1,300.0,1,14,27,1,1,5,19,200.0,400.0,1,200.0
1,245.0,1,11,28,1,2,5,3,145.0,345.0,1,200.0
0,44.0,0,12,36,2,2,3,17,-56.0,144.0,1,200.0
1,500.0,1,3,31,1,1,4,17,400.0,600.0,1,200.0
1,170.0,0,14,33,1,2,5,1,70.0,270.0,1,200.0
1,360.0,1,1,42,2,2,4,8,260.0,460.0,1,200.0
0,140.0,0,4,45,2,3,3,9,40.0,240.0,1,200.0
0,650.0,1,8,49,1,2,3,19,550.0,750.0,1,200.0
1,480.0,1,3,36,1,2,5,17,380.0,580.0,1,200.0
1,245.0,1,5,28,1,2,5,3,145.0,345.0,1,200.0
0,150.0,0,8,60,2,3,2,14,50.0,250.0,1,200.0
1,100.0,0,15,44,1,2,5,17,0.0,200.0,1,200.0
1,440.0,1,13,35,1,2,4,3,340.0,540.0,1,200.0
0,200.0,0,1,45,1,2,3,6,100.0,300.0,1,200.0
1,270.0,1,1,43,1,2,5,11,170.0,370.0,1,200.0
0,80.0,0,5,52,2,2,2,7,-20.0,180.0,1,200.0
1,180.0,0,10,26,2,1,5,17,80.0,280.0,1,200.0
1,190.0,0,8,26,2,1,4,3,90.0,290.0,1,200.0
1,180.0,0,3,28,1,1,4,3,80.0,280.0,1,200.0
1,69.0,0,1,27,2,1,5,7,-31.0,169.0,1,200.0
0,170.0,0,12,29,2,2,3,3,70.0,270.0,1,200.0
1,160.0,0,8,45,2,2,4,17,60.0,260.0,1,200.0
1,400.0,1,6,48,1,2,5,7,300.0,500.0,1,200.0
0,195.0,0,8,36,2,2,3,3,95.0,295.0,1,200.0
1,450.0,1,8,41,2,2,5,14,350.0,550.0,1,200.0
1,90.0,0,1,57,1,2,4,19,-10.0,190.0,1,200.0
1,236.0,1,5,27,1,1,5,6,136.0,336.0,1,200.0
0,400.0,1,8,35,1,1,3,7,300.0,500.0,1,200.0
1,320.0,1,1,36,1,1,5,3,220.0,420.0,1,200.0
0,200.0,0,3,47,1,2,3,3,100.0,300.0,1,200.0
1,180.0,0,5,24,1,1,5,9,80.0,280.0,1,200.0
0,220.0,1,10,52,2,2,3,17,120.0,320.0,1,200.0
1,220.0,1,1,36,1,3,4,7,120.0,320.0,1,200.0
0,150.0,0,12,42,2,3,2,11,50.0,250.0,1,200.0
1,400.0,1,5,28,1,1,4,3,300.0,500.0,1,200.0
0,100.0,0,1,43,1,2,2,6,0.0,200.0,1,200.0
1,290.0,1,10,41,1,2,5,11,190.0,390.0,1,200.0
1,385.0,1,15,42,1,2,4,15,285.0,485.0,1,200.0
0,250.0,1,15,38,1,2,3,14,150.0,350.0,1,200.0
0,220.0,1,2,30,1,2,3,7,120.0,320.0,1,200.0
0,900.0,1,14,46,2,2,3,3,800.0,1000.0,1,200.0
0,40.0,0,4,70,1,3,2,12,-60.0,140.0,1,200.0
1,560.0,1,11,42,1,2,5,15,460.0,660.0,1,200.0
1,500.0,1,8,46,1,2,5,6,400.0,600.0,1,200.0
0,270.0,1,3,37,2,1,3,19,170.0,370.0,1,200.0
1,225.0,1,13,46,2,2,5,15,125.0,325.0,1,200.0
1,350.0,1,1,48,1,2,4,3,250.0,450.0,1,200.0
0,140.0,0,14,53,2,2,3,17,40.0,240.0,1,200.0
0,50.0,0,1,52,1,2,3,14,-50.0,150.0,1,200.0
1,230.0,1,7,38,1,2,5,16,130.0,330.0,1,200.0
0,65.0,0,5,49,2,3,2,3,-35.0,165.0,1,200.0
1,475.0,1,9,52,1,2,5,16,375.0,575.0,1,200.0
0,300.0,1,8,28,1,2,3,3,200.0,400.0,1,200.0
0,320.0,1,1,46,1,2,3,14,220.0,420.0,1,200.0
1,220.0,1,8,33,2,2,5,17,120.0,320.0,1,200.0
0,80.0,0,15,30,2,1,3,7,-20.0,180.0,1,200.0
1,250.0,1,1,33,1,1,5,14,150.0,350.0,1,200.0
0,280.0,1,2,61,1,2,3,3,180.0,380.0,1,200.0
1,180.0,0,13,47,1,2,4,6,80.0,280.0,1,200.0
1,290.0,1,6,52,1,2,5,16,190.0,390.0,1,200.0
0,250.0,1,5,37,1,2,3,13,150.0,350.0,1,200.0
1,600.0,1,8,36,1,2,4,6,500.0,700.0,1,200.0
1,200.0,0,8,44,1,2,4,8,100.0,300.0,1,200.0
1,250.0,1,8,34,1,2,5,3,150.0,350.0,1,200.0
0,300.0,1,2,35,2,1,3,3,200.0,400.0,1,200.0
1,380.0,1,1,33,1,1,5,13,280.0,480.0,1,200.0
0,200.0,0,1,32,1,1,3,14,100.0,300.0,1,200.0
1,370.0,1,10,37,2,2,5,16,270.0,470.0,1,200.0
1,230.0,1,12,55,2,3,5,16,130.0,330.0,1,200.0
1,810.0,1,8,34,1,2,5,7,710.0,910.0,1,200.0
0,350.0,1,11,50,1,3,2,6,250.0,450.0,1,200.0
0,100.0,0,1,46,2,2,2,3,0.0,200.0,1,200.0
0,55.0,0,5,55,2,2,2,17,-45.0,155.0,1,200.0
1,250.0,1,1,39,1,2,4,15,150.0,350.0,1,200.0
0,190.0,0,8,47,1,2,3,14,90.0,290.0,1,200.0
0,300.0,1,8,35,1,2,3,14,200.0,400.0,1,200.0
1,400.0,1,4,42,1,2,5,11,300.0,500.0,1,200.0
1,350.0,1,2,46,1,2,5,7,250.0,450.0,1,200.0
0,100.0,0,8,67,2,3,3,7,0.0,200.0,1,200.0
1,100.0,0,1,28,2,1,4,3,0.0,200.0,1,200.0
0,300.0,1,1,63,1,2,3,19,200.0,400.0,1,200.0
1,229.0,1,13,31,2,1,5,13,129.0,329.0,1,200.0
0,420.0,1,8,47,1,2,3,7,320.0,520.0,1,200.0
0,200.0,0,1,48,1,2,3,3,100.0,300.0,1,200.0
0,200.0,0,8,33,2,2,3,3,100.0,300.0,1,200.0
0,382.0,1,6,46,1,1,3,7,282.0,482.0,1,200.0
0,250.0,1,1,41,1,1,3,7,150.0,350.0,1,200.0
0,80.0,0,5,58,2,2,2,8,-20.0,180.0,1,200.0
0,800.0,1,13,31,1,2,3,3,700.0,900.0,1,200.0
1,500.0,1,2,52,2,2,5,15,400.0,600.0,1,200.0
1,80.0,0,1,43,2,3,4,17,-20.0,180.0,1,200.0
0,70.0,0,15,59,2,2,3,3,-30.0,170.0,1,200.0
1,300.0,1,14,63,1,2,4,6,200.0,400.0,1,200.0
0,55.0,0,8,40,2,2,1,3,-45.0,155.0,1,200.0
0,200.0,0,8,26,1,1,3,8,100.0,300.0,1,200.0
1,330.0,1,15,24,2,1,5,11,230.0,430.0,1,200.0
1,150.0,0,5,24,2,1,5,16,50.0,250.0,1,200.0
1,320.0,1,8,43,1,2,4,3,220.0,420.0,1,200.0
1,600.0,1,8,59,1,2,5,7,500.0,700.0,1,200.0
1,350.0,1,8,30,1,1,5,3,250.0,450.0,1,200.0
0,200.0,0,8,38,2,2,3,11,100.0,300.0,1,200.0
1,400.0,1,4,61,1,2,5,16,300.0,500.0,1,200.0
1,200.0,0,1,48,1,2,4,12,100.0,300.0,1,200.0
0,250.0,1,10,29,1,2,3,3,150.0,350.0,1,200.0
0,27.0,0,8,68,1,3,2,14,-73.0,127.0,1,200.0
1,268.0,1,8,29,1,2,4,7,168.0,368.0,1,200.0
1,500.0,1,1,27,1,1,5,7,400.0,600.0,1,200.0
0,280.0,1,1,45,1,2,3,8,180.0,380.0,1,200.0
1,200.0,0,1,42,2,1,5,19,100.0,300.0,1,200.0
1,350.0,1,14,31,1,2,4,3,250.0,450.0,1,200.0
1,400.0,1,10,45,1,1,5,3,300.0,500.0,1,200.0
0,300.0,1,11,53,1,2,3,3,200.0,400.0,1,200.0
1,400.0,1,1,36,1,2,5,10,300.0,500.0,1,200.0
0,300.0,1,12,40,1,2,2,14,200.0,400.0,1,200.0
0,200.0,0,16,59,1,2,2,7,100.0,300.0,1,200.0
0,210.0,1,12,53,2,2,3,3,110.0,310.0,1,200.0
1,300.0,1,5,37,1,1,4,6,200.0,400.0,1,200.0
0,300.0,1,6,42,2,2,3,10,200.0,400.0,1,200.0
1,480.0,1,3,31,1,2,5,16,380.0,580.0,1,200.0
1,590.0,1,8,40,1,1,5,16,490.0,690.0,1,200.0
0,300.0,1,14,72,1,2,2,1,200.0,400.0,1,200.0
0,170.0,0,8,53,2,3,3,19,70.0,270.0,1,200.0
1,220.0,1,1,30,2,2,5,16,120.0,320.0,1,200.0
0,50.0,0,1,48,2,2,3,11,-50.0,150.0,1,200.0
0,350.0,1,8,49,1,2,3,14,250.0,450.0,1,200.0
1,300.0,1,15,52,2,2,5,11,200.0,400.0,1,200.0
0,110.0,0,8,52,2,2,2,14,10.0,210.0,1,200.0
1,450.0,1,1,40,2,1,5,7,350.0,550.0,1,200.0
0,250.0,1,2,40,1,2,2,3,150.0,350.0,1,200.0
1,200.0,0,8,26,2,1,5,18,100.0,300.0,1,200.0
1,300.0,1,1,30,1,2,5,11,200.0,400.0,1,200.0
0,380.0,1,5,38,1,2,3,3,280.0,480.0,1,200.0
1,220.0,1,15,34,1,1,5,8,120.0,320.0,1,200.0
1,200.0,0,1,29,2,1,5,14,100.0,300.0,1,200.0
0,260.0,1,11,24,2,1,3,3,160.0,360.0,1,200.0
0,178.0,0,5,51,2,2,3,3,78.0,278.0,1,200.0
0,200.0,0,1,50,1,1,3,6,100.0,300.0,1,200.0
1,220.0,1,8,29,1,1,4,7,120.0,320.0,1,200.0
1,700.0,1,8,42,2,2,5,3,600.0,800.0,1,200.0
0,635.0,1,5,54,1,2,2,3,535.0,735.0,1,200.0
1,250.0,1,8,35,1,2,5,14,150.0,350.0,1,200.0
1,130.0,0,8,31,2,2,5,17,30.0,230.0,1,200.0
1,200.0,0,8,37,1,1,4,6,100.0,300.0,1,200.0
1,370.0,1,8,41,2,2,4,3,270.0,470.0,1,200.0
0,100.0,0,1,72,1,2,3,12,0.0,200.0,1,200.0
1,320.0,1,11,57,1,2,5,4,220.0,420.0,1,200.0
1,500.0,1,1,26,1,1,5,7,400.0,600.0,1,200.0
1,300.0,1,8,34,2,2,5,7,200.0,400.0,1,200.0
1,230.0,1,11,50,2,2,4,15,130.0,330.0,1,200.0
1,810.0,1,8,32,1,2,5,6,710.0,910.0,1,200.0
0,180.0,0,13,30,2,2,3,7,80.0,280.0,1,200.0
1,450.0,1,1,41,1,2,5,3,350.0,550.0,1,200.0
1,280.0,1,8,32,1,1,5,4,180.0,380.0,1,200.0
1,200.0,0,10,27,2,1,5,4,100.0,300.0,1,200.0
0,320.0,1,1,22,1,1,3,9,220.0,420.0,1,200.0
0,540.0,1,1,32,2,2,3,11,440.0,640.0,1,200.0
1,128.0,0,1,28,2,1,5,18,28.0,228.0,1,200.0
0,200.0,0,15,37,2,2,3,1,100.0,300.0,1,200.0
1,258.0,1,11,38,1,2,5,3,158.0,358.0,1,200.0
0,150.0,0,15,51,1,2,3,19,50.0,250.0,1,200.0
1,500.0,1,2,32,1,2,5,9,400.0,600.0,1,200.0
1,250.0,1,1,41,2,2,5,16,150.0,350.0,1,200.0
0,200.0,0,11,76,1,2,3,6,100.0,300.0,1,200.0
1,200.0,0,8,27,2,1,4,10,100.0,300.0,1,200.0
1,270.0,1,11,36,2,2,5,11,170.0,370.0,1,200.0
1,400.0,1,8,31,1,2,4,8,300.0,500.0,1,200.0
0,475.0,1,9,29,1,2,3,8,375.0,575.0,1,200.0
1,370.0,1,8,35,1,2,5,17,270.0,470.0,1,200.0
0,300.0,1,14,36,1,2,3,3,200.0,400.0,1,200.0
0,280.0,1,14,34,1,1,3,3,180.0,380.0,1,200.0
1,200.0,0,8,46,2,2,5,16,100.0,300.0,1,200.0
0,200.0,0,14,44,1,2,3,7,100.0,300.0,1,200.0
1,225.0,1,4,34,1,1,4,3,125.0,325.0,1,200.0
1,200.0,0,1,23,2,1,4,14,100.0,300.0,1,200.0
0,172.0,0,14,33,1,2,3,6,72.0,272.0,1,200.0
1,380.0,1,4,51,1,2,5,3,280.0,480.0,1,200.0
1,250.0,1,4,28,1,2,5,6,150.0,350.0,1,200.0
1,1250.0,1,6,42,1,2,4,11,1150.0,1350.0,1,200.0
0,180.0,0,8,42,2,2,3,7,80.0,280.0,1,200.0
1,250.0,1,8,52,2,2,5,16,150.0,350.0,1,200.0
0,320.0,1,1,22,1,1,3,9,220.0,420.0,1,200.0
0,320.0,1,14,47,1,2,3,15,220.0,420.0,1,200.0
0,480.0,1,8,39,1,2,3,14,380.0,580.0,1,200.0
1,215.0,1,12,30,1,2,5,9,115.0,315.0,1,200.0
1,400.0,1,13,58,1,2,5,3,300.0,500.0,1,200.0
1,200.0,0,1,32,1,1,5,7,100.0,300.0,1,200.0
0,500.0,1,12,51,1,2,3,18,400.0,600.0,1,200.0
1,155.0,0,8,45,2,2,5,17,55.0,255.0,1,200.0
0,500.0,1,14,35,1,1,3,11,400.0,600.0,1,200.0
0,250.0,1,8,43,1,2,3,17,150.0,350.0,1,200.0
1,250.0,1,8,34,1,2,4,6,150.0,350.0,1,200.0
0,300.0,1,8,35,1,1,3,14,200.0,400.0,1,200.0
0,96.0,0,8,39,1,2,3,6,-4.0,196.0,1,200.0
1,210.0,1,15,48,1,2,5,3,110.0,310.0,1,200.0
1,80.0,0,8,34,1,1,5,18,-20.0,180.0,1,200.0
1,200.0,0,3,29,2,1,5,3,100.0,300.0,1,200.0
0,317.0,1,4,55,1,2,3,19,217.0,417.0,1,200.0
0,300.0,1,14,23,1,1,3,19,200.0,400.0,1,200.0
1,750.0,1,1,53,1,2,5,16,650.0,850.0,1,200.0
0,150.0,0,2,60,1,2,3,1,50.0,250.0,1,200.0
0,250.0,1,8,48,1,2,3,6,150.0,350.0,1,200.0
0,420.0,1,8,53,1,3,3,8,320.0,520.0,1,200.0
0,170.0,0,13,42,2,2,3,15,70.0,270.0,1,200.0
1,130.0,0,2,24,2,1,5,7,30.0,230.0,1,200.0
1,55.0,0,14,35,2,2,5,7,-45.0,155.0,1,200.0
1,320.0,1,3,52,1,2,5,11,220.0,420.0,1,200.0
0,150.0,0,15,54,2,2,1,19,50.0,250.0,1,200.0
0,150.0,0,1,42,2,3,2,3,50.0,250.0,1,200.0
0,590.0,1,6,42,1,2,3,3,490.0,690.0,1,200.0
1,187.0,0,12,24,1,1,4,9,87.0,287.0,1,200.0
1,100.0,0,12,31,2,2,5,15,0.0,200.0,1,200.0
1,230.0,1,13,29,1,1,5,3,130.0,330.0,1,200.0
1,220.0,1,8,27,1,1,5,15,120.0,320.0,1,200.0
1,100.0,0,1,53,1,2,5,11,0.0,200.0,1,200.0
1,130.0,0,5,29,2,2,4,13,30.0,230.0,1,200.0
1,400.0,1,1,45,1,2,5,7,300.0,500.0,1,200.0
0,100.0,0,14,57,1,2,2,6,0.0,200.0,1,200.0
1,810.0,1,8,35,1,2,5,6,710.0,910.0,1,200.0
0,300.0,1,2,34,1,2,3,13,200.0,400.0,1,200.0
0,350.0,1,15,28,2,2,3,7,250.0,450.0,1,200.0
1,420.0,1,2,34,1,2,5,7,320.0,520.0,1,200.0
0,200.0,0,3,46,1,2,3,3,100.0,300.0,1,200.0
1,350.0,1,5,29,2,2,5,14,250.0,450.0,1,200.0
0,120.0,0,8,42,1,2,3,6,20.0,220.0,1,200.0
1,315.0,1,5,23,2,1,5,3,215.0,415.0,1,200.0
0,150.0,0,8,36,2,2,3,9,50.0,250.0,1,200.0
1,500.0,1,2,55,1,2,5,16,400.0,600.0,1,200.0
1,69.0,0,1,28,2,1,5,7,-31.0,169.0,1,200.0
0,150.0,0,7,33,1,1,2,7,50.0,250.0,1,200.0
1,260.0,1,13,48,1,2,4,4,160.0,360.0,1,200.0
0,150.0,0,14,56,2,2,2,19,50.0,250.0,1,200.0
0,210.0,1,1,42,2,3,3,7,110.0,310.0,1,200.0
0,148.0,0,12,22,1,1,3,3,48.0,248.0,1,200.0
1,270.0,1,8,45,1,2,4,3,170.0,370.0,1,200.0
0,100.0,0,11,52,1,1,2,3,0.0,200.0,1,200.0
0,166.0,0,4,56,1,2,3,14,66.0,266.0,1,200.0
0,40.0,0,8,53,2,3,2,9,-60.0,140.0,1,200.0
1,250.0,1,8,34,1,2,4,12,150.0,350.0,1,200.0
1,150.0,0,1,30,1,1,5,16,50.0,250.0,1,200.0
0,230.0,1,1,26,2,1,3,14,130.0,330.0,1,200.0
1,64.0,0,2,24,1,1,4,9,-36.0,164.0,1,200.0
0,300.0,1,11,42,1,2,3,14,200.0,400.0,1,200.0
1,300.0,1,1,47,2,1,4,10,200.0,400.0,1,200.0
1,150.0,0,11,33,1,2,4,15,50.0,250.0,1,200.0
0,110.0,0,6,49,1,2,3,14,10.0,210.0,1,200.0
1,90.0,0,1,29,2,1,5,18,-10.0,190.0,1,200.0
1,500.0,1,1,33,1,2,5,7,400.0,600.0,1,200.0
0,110.0,0,8,55,2,2,2,14,10.0,210.0,1,200.0
1,370.0,1,2,28,2,1,5,18,270.0,470.0,1,200.0
0,300.0,1,15,39,1,1,3,3,200.0,400.0,1,200.0
0,225.0,1,4,38,1,2,3,3,125.0,325.0,1,200.0
1,190.0,0,8,50,2,3,5,9,90.0,290.0,1,200.0
0,160.0,0,8,61,1,2,3,14,60.0,260.0,1,200.0
1,210.0,1,1,39,1,1,4,14,110.0,310.0,1,200.0
1,230.0,1,5,29,1,1,5,15,130.0,330.0,1,200.0
1,370.0,1,8,41,1,2,4,18,270.0,470.0,1,200.0
1,220.0,1,2,31,1,2,4,7,120.0,320.0,1,200.0
1,420.0,1,10,50,1,3,5,14,320.0,520.0,1,200.0
1,328.0,1,1,32,1,2,5,11,228.0,428.0,1,200.0
1,200.0,0,8,62,1,2,5,6,100.0,300.0,1,200.0
