year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage
2015,8,46,1,2,5,6,350
2020,8,51,1,2,5,6,550
2005,1,54,1,2,3,18,260
2010,1,59,1,2,3,18,300
2015,1,64,1,2,3,18,400
2020,1,69,1,2,3,18,460
2005,1,50,2,2,3,18,80
2010,1,55,2,2,3,18,90
2005,1,26,2,1,5,14,150
2010,1,31,2,2,5,3,160
2015,1,36,2,2,5,3,200
2020,1,41,2,2,5,3,170
2005,1,25,1,1,4,7,120
2010,1,30,1,1,4,18,250
2015,8,35,1,2,4,18,360
2020,8,40,1,2,4,18,370
2010,1,53,2,2,2,20,40
2015,8,58,2,2,2,20,70
2010,1,27,1,1,4,15,220
2020,1,37,1,2,5,15,350
2020,1,38,2,2,5,15,350
2000,2,64,2,3,1,18,20
2005,2,69,2,3,1,20,20
2010,2,74,2,3,1,20,50
2015,2,79,2,3,1,20,50
2020,2,84,2,3,1,20,30
2000,2,47,1,2,5,17,150
2000,2,49,1,2,3,3,150
2005,2,54,1,2,3,3,247
2015,2,64,1,2,3,3,160
2010,2,50,2,2,2,3,100
2015,2,55,2,2,2,3,150
2020,2,60,2,2,2,3,180
2010,2,29,1,2,4,8,140
2015,2,34,1,2,4,8,200
2020,2,39,1,2,4,8,310
2015,2,31,1,1,5,13,190
2020,15,36,1,2,5,13,320
2000,2,28,1,1,5,16,100
2005,8,33,1,2,5,7,262
2015,8,43,1,2,5,3,450
2020,8,48,1,2,5,3,500
2005,2,55,2,3,2,14,42
2000,2,23,2,1,5,17,80
2005,1,28,2,2,5,17,180
2010,1,33,2,2,5,17,260
2015,1,38,2,2,5,17,280
2020,1,43,2,2,5,17,250
2000,2,62,2,3,2,18,60
2005,2,67,2,3,2,18,60
2020,2,82,2,3,2,15,37
2000,2,32,1,1,3,3,55
2000,2,61,1,2,3,3,50
2010,2,71,1,2,3,12,80
2015,2,76,1,2,3,12,100
2000,2,51,2,2,2,3,50
2000,2,32,2,1,5,15,70
2005,15,35,1,2,5,3,198
2010,15,40,1,2,5,3,350
2015,15,45,1,2,5,3,430
2020,15,50,1,2,5,3,600
2000,2,26,1,1,4,3,80
2000,2,37,1,1,3,6,100
2010,2,47,1,1,3,8,64
2015,2,52,1,1,3,8,80
2020,2,57,1,1,3,8,64
2000,2,37,1,2,3,14,120
2010,2,44,2,2,3,9,150
2020,2,54,2,2,3,9,80
2015,14,26,1,1,5,4,280
2000,2,22,2,1,3,17,60
2000,2,34,1,2,4,3,90
2000,2,26,2,2,3,3,50
2000,2,28,1,2,3,19,30
2010,2,34,1,2,3,4,200
2000,2,37,1,2,4,3,120
2005,2,42,1,3,3,3,225
2010,2,47,1,2,3,3,300
2015,2,52,1,2,3,3,520
2005,2,41,2,3,3,18,80
2015,2,51,2,3,3,18,230
2020,2,56,2,3,3,8,150
2015,2,20,2,1,4,7,89
2000,2,54,1,2,2,4,100
2000,2,22,2,1,4,8,50
2005,2,27,2,1,4,7,114
2010,2,32,2,1,4,7,150
2015,2,37,2,1,4,3,180
2000,2,38,2,3,3,7,50
2005,2,43,2,3,3,7,98
2010,2,48,2,3,3,3,150
2020,3,36,2,2,5,16,60
2015,10,28,2,1,5,13,230
2020,4,33,2,2,5,13,165
2000,2,56,2,2,2,3,50
2000,2,27,2,2,3,7,40
2005,2,32,2,2,3,7,100
2015,2,42,2,2,3,12,137
2020,2,47,2,2,3,12,170
2015,2,30,2,1,5,17,300
2015,2,26,2,1,5,17,220
2020,2,31,2,1,5,17,320
2000,2,50,1,2,5,3,210
2005,2,55,1,2,5,3,300
2010,2,60,1,2,5,3,250
2015,2,65,1,2,5,3,400
2020,2,70,1,2,5,3,400
2000,2,49,2,2,3,19,120
2005,2,54,2,2,3,19,150
2005,2,29,1,1,5,7,150
2000,2,63,1,2,5,17,140
2000,2,61,2,2,5,16,180
2000,2,67,1,2,2,6,50
2005,2,72,1,2,2,6,40
2010,2,77,1,2,2,17,20
2000,2,24,1,1,3,3,74
2000,2,60,2,3,2,7,37
2000,2,50,1,2,2,7,60
2005,2,55,1,3,2,19,20
2015,2,40,2,2,3,19,110
2000,2,23,2,1,3,11,56
2015,2,36,2,2,4,9,80
2020,2,41,2,2,4,17,175
2000,2,46,1,2,2,1,70
2005,2,51,1,2,2,1,120
2010,2,56,1,2,2,1,150
2020,2,64,2,3,2,3,110
2020,2,30,1,1,3,3,100
2000,2,30,1,1,3,3,105
2005,2,35,1,1,3,3,120
2010,15,40,1,2,3,3,160
2015,2,45,1,2,3,3,180
2000,2,53,1,2,2,8,100
2005,2,58,1,2,2,8,125
2000,2,43,2,2,2,11,70
2010,2,53,2,2,2,12,60
2000,2,23,2,1,3,7,70
2005,2,28,2,1,3,7,104
2010,2,33,2,1,3,3,150
2005,2,26,2,1,4,11,115
2010,2,31,2,1,4,11,150
2015,2,34,1,1,5,3,180
2020,2,39,1,1,5,3,280
2000,15,29,1,1,3,15,140
2015,2,44,1,2,3,15,510
2020,2,49,1,2,3,15,650
2015,2,40,2,2,5,15,300
2020,2,45,2,2,5,15,450
2000,2,55,1,2,2,8,80
2000,2,52,1,2,3,3,100
2005,2,57,1,2,3,3,165
2010,2,62,1,2,3,3,150
2015,2,67,1,2,3,3,250
2005,2,29,2,1,5,7,159
2010,2,34,2,2,5,7,160
2015,2,39,2,2,5,7,250
2005,2,27,1,1,5,3,143
2010,2,32,1,1,5,3,180
2015,2,37,1,1,5,3,300
2020,2,42,1,2,5,3,380
2000,2,57,2,2,2,14,48
2010,2,67,2,3,2,19,40
2015,2,72,2,3,2,19,53
2020,2,77,2,3,2,19,50
2000,2,52,2,3,2,3,55
2010,2,62,2,3,2,14,45
2015,2,67,2,3,2,1,96
2000,2,21,1,1,3,3,100
2005,2,26,1,1,3,3,157
2020,2,41,1,1,3,9,180
2005,2,53,1,3,3,6,160
2000,2,39,2,2,3,11,100
2015,2,59,2,2,3,8,100
2020,2,64,2,2,3,8,180
2015,2,33,1,1,5,3,200
2000,2,26,1,1,4,9,30
2000,2,52,1,2,2,6,80
2005,2,57,1,2,2,6,120
2010,2,62,1,3,2,6,80
2000,2,45,2,2,2,9,50
2000,2,51,1,2,3,8,200
2000,2,21,2,1,4,14,60
2000,2,20,2,1,4,9,10
2010,7,30,2,2,5,3,320
2015,7,35,2,2,5,3,350
2010,2,27,1,1,5,16,100
2015,2,32,1,1,5,8,230
2020,2,37,1,1,5,8,250
2005,2,50,1,2,2,3,170
2010,2,55,1,2,2,3,200
2020,2,65,1,2,2,8,200
2005,2,25,2,1,5,18,79
2010,15,28,1,1,5,3,250
2015,15,33,1,1,5,3,350
2020,15,38,1,1,5,3,430
2000,2,49,1,2,3,1,145
2005,2,54,1,2,3,1,400
2000,2,44,2,2,3,3,160
2010,3,46,2,2,4,17,250
2015,3,51,2,2,4,17,250
2020,3,56,2,3,4,17,225
2020,10,27,1,1,5,3,300
2000,2,52,1,2,4,11,260
2010,2,46,1,2,5,7,350
2005,2,37,2,2,5,9,38
2020,2,52,2,3,5,17,180
2000,2,53,1,2,2,6,15
2005,2,55,2,2,2,1,50
2010,2,60,2,2,2,1,70
2015,2,65,2,3,2,1,100
2000,2,28,1,2,3,7,72
2005,2,33,1,2,3,16,130
2010,2,38,1,2,3,16,300
2015,2,43,1,2,3,16,328
2020,2,48,1,2,3,16,250
2000,2,27,1,1,3,8,110
2010,2,37,1,1,3,8,180
2015,2,42,1,1,3,18,100
2020,2,47,1,1,3,18,200
2000,2,23,2,1,3,9,80
2005,2,28,2,3,3,9,150
2000,2,40,1,1,2,14,50
2005,2,45,1,1,2,6,80
2010,2,50,1,1,2,6,130
2015,2,55,1,1,2,3,145
2020,2,60,1,1,2,6,150
2000,2,32,1,2,3,3,80
2005,2,37,1,2,3,3,140
2010,2,42,1,2,3,3,180
2020,2,52,1,2,3,3,300
2015,2,42,2,2,3,9,120
2020,2,47,2,2,3,9,84
2005,2,46,1,2,2,3,170
2005,2,45,2,2,3,9,70
2005,2,37,1,2,3,4,150
2010,2,42,1,2,3,3,200
2005,2,31,1,1,3,3,118
2010,2,36,1,2,3,3,250
2015,2,41,1,2,3,3,250
2020,2,46,1,2,3,3,250
2000,2,45,1,2,3,3,190
2005,2,50,1,2,3,3,200
2010,2,55,1,2,3,3,250
2015,2,60,1,2,3,3,300
2010,2,53,2,2,2,3,100
2015,2,58,2,2,2,3,150
2005,2,24,1,1,4,3,100
2015,15,34,1,2,5,3,250
2020,2,39,1,2,5,8,340
2010,2,27,1,1,4,3,200
2015,2,32,1,1,4,3,250
2020,15,37,1,1,4,3,250
2010,2,25,2,1,4,17,136
2000,2,52,1,2,3,19,150
2005,2,57,1,2,3,19,250
2000,2,46,2,2,3,11,100
2010,2,26,2,1,4,19,150
2015,2,31,2,1,4,19,200
2000,2,34,1,1,5,15,120
2005,2,39,1,2,5,15,190
2010,2,44,1,2,5,15,270
2015,2,49,1,2,5,18,320
2020,2,54,1,2,5,18,350
2020,2,49,2,2,4,9,54
2020,2,56,2,2,3,3,190
2015,2,26,1,1,5,8,210
2020,2,31,1,1,5,3,550
2000,15,28,1,1,5,15,120
2005,15,33,1,2,5,15,323
2010,15,38,1,2,5,15,350
2005,2,61,1,3,2,6,30
2000,2,39,2,3,2,3,60
2005,2,44,2,3,2,3,70
2010,2,49,2,3,2,3,80
2015,2,54,2,3,2,3,130
2020,2,59,2,3,2,3,180
2015,2,34,2,2,5,8,230
2020,2,39,2,2,5,8,310
2010,2,26,1,1,3,3,210
2015,2,31,1,2,3,3,250
2020,15,36,1,2,3,3,280
2010,1,29,1,1,3,10,120
2010,2,21,2,1,2,3,50
2010,2,20,2,1,3,7,50
2000,2,62,2,3,2,6,50
2005,2,67,2,3,2,6,30
2005,2,33,1,1,2,6,40
2000,2,59,2,3,3,9,25
2010,15,69,2,3,3,18,50
2020,15,79,2,3,3,15,30
2005,2,41,1,2,2,11,400
2010,1,30,1,1,5,10,260
2015,1,35,1,1,5,10,400
2020,2,40,1,2,5,14,430
2005,2,21,2,1,3,13,50
2010,2,26,2,1,3,18,150
2015,2,61,1,2,2,14,176
2020,2,66,1,3,2,6,320
2000,2,41,2,2,2,9,70
2005,2,46,2,2,2,9,120
2010,2,51,2,2,2,20,100
2020,19,61,2,3,2,9,150
2015,2,31,1,1,4,7,200
2020,19,36,1,1,4,6,150
2005,2,34,1,1,5,7,186
2010,2,68,2,2,2,1,80
2000,2,29,1,2,5,11,200
2005,2,34,1,2,5,11,295
2010,2,39,1,2,5,11,400
2015,2,44,1,2,5,11,630
2020,2,49,1,2,5,11,800
2010,2,53,1,3,3,6,40
2015,2,46,1,2,3,3,200
2015,2,46,2,2,3,9,125
2015,2,22,2,1,4,17,130
2000,2,66,2,3,1,13,60
2005,2,71,2,3,1,13,60
2010,2,76,2,3,1,13,60
2000,2,26,2,1,4,3,58
2005,2,31,2,3,4,9,120
2000,2,58,1,3,2,6,40
2005,2,63,1,3,2,6,100
2010,15,39,1,1,3,14,185
2015,15,44,1,1,3,14,220
2010,2,25,2,1,4,3,100
2015,2,30,2,1,4,7,200
2020,2,35,2,1,4,7,230
2000,2,68,1,2,2,6,30
2000,2,31,1,1,2,11,130
2010,2,41,1,1,2,14,150
2015,2,46,1,1,2,11,200
2000,2,29,1,1,2,11,100
2020,2,49,1,1,2,7,190
2000,2,44,1,2,2,8,90
2010,2,54,1,2,2,6,96
2015,2,59,1,2,2,6,200
2000,2,43,2,2,2,3,70
2010,2,53,2,2,2,3,130
2010,2,27,1,1,5,17,120
2015,2,32,1,1,5,7,220
2000,2,39,1,2,5,4,165
2005,1,36,1,2,3,19,200
2010,8,41,1,2,3,19,150
2015,8,46,1,2,3,19,180
2000,2,28,1,1,3,19,105
2005,1,33,1,1,3,7,194
2010,1,38,1,2,3,19,230
2015,1,43,1,2,3,19,250
2020,1,48,1,2,3,19,330
2020,8,47,2,2,3,17,110
2015,2,51,2,2,2,7,150
2015,2,54,1,2,3,3,180
2015,2,26,1,1,4,7,20
2020,2,31,1,1,5,7,250
2005,8,48,1,2,2,7,80
2010,8,53,1,2,2,7,110
2015,8,58,1,2,2,7,110
2020,8,63,1,2,2,7,150
2005,8,45,2,2,2,9,60
2010,8,50,2,2,2,9,75
2015,8,55,2,2,2,9,160
2010,8,24,2,1,3,3,80
2000,2,40,1,2,2,3,80
2005,2,45,1,2,2,3,70
2010,2,50,1,2,2,3,160
2015,2,55,1,2,2,3,180
2020,2,60,1,2,2,3,250
2015,2,56,2,2,2,9,45
2015,2,68,1,2,2,14,112
2005,2,45,2,2,2,9,110
2010,2,50,2,2,2,9,175
2015,2,55,2,2,2,9,175
2020,2,60,2,2,2,9,250
2020,2,23,2,1,5,17,210
2000,2,44,1,2,2,8,95
2005,2,49,1,2,2,14,60
2015,2,59,1,2,2,14,120
2020,2,61,2,2,2,15,185
2020,2,30,2,1,5,6,250
2000,2,29,1,2,4,3,102
2005,15,34,1,2,4,3,178
2005,15,33,2,2,4,17,118
2000,2,42,1,2,3,3,150
2005,2,47,1,2,3,3,150
2005,2,43,2,2,3,3,54
2020,2,69,2,2,2,18,165
2000,2,32,1,2,4,8,200
2005,15,37,1,2,4,8,168
2010,7,42,1,2,4,6,300
2010,7,38,2,2,3,7,110
2005,2,46,1,2,3,19,225
2010,2,51,1,2,3,19,280
2015,2,56,1,2,3,19,150
2000,2,35,2,2,3,3,20
2005,2,40,2,2,3,9,108
2010,2,45,2,2,3,9,40
2015,2,50,2,2,3,9,70
2020,2,55,2,2,3,9,250
2015,2,25,1,1,4,7,35
2000,2,51,1,2,2,3,110
2005,2,56,1,3,2,3,178
2015,2,66,1,2,2,3,200
2020,2,71,1,2,2,3,230
2000,2,45,2,2,2,3,75
2015,2,60,2,2,2,3,130
2020,2,65,2,2,2,3,180
2020,2,39,1,1,4,15,230
2000,14,27,1,2,5,4,80
2005,7,32,1,2,5,4,180
2000,2,28,1,1,5,7,130
2015,2,47,1,2,5,11,500
2020,2,52,1,2,5,12,300
2015,2,47,2,3,5,16,280
2020,1,52,2,3,5,16,340
2020,1,25,2,1,5,16,190
2000,2,46,1,2,2,3,110
2010,2,56,1,2,2,6,80
2000,2,43,2,2,2,3,50
2005,2,48,2,2,2,3,67
2010,2,53,2,2,2,3,70
2015,2,58,2,2,2,3,120
2005,2,25,1,1,4,3,180
2010,14,30,1,2,4,3,272
2015,14,35,1,2,4,3,600
2005,2,23,2,1,3,14,100
2005,2,56,1,2,2,3,120
2010,2,61,1,2,2,3,150
2015,2,66,1,2,2,3,135
2000,2,49,2,2,2,3,65
2005,2,54,2,2,2,3,70
2010,2,59,2,2,2,14,60
2005,2,26,2,1,5,13,150
2010,2,31,2,1,5,13,200
2015,2,36,2,1,5,13,230
2020,2,41,2,1,5,13,280
2000,2,19,1,1,4,9,28
2010,2,29,1,1,4,7,200
2005,2,28,2,1,3,3,120
2010,2,58,2,2,2,14,48
2015,2,63,2,2,2,14,80
2000,2,26,1,1,4,3,120
2005,2,31,1,1,4,7,180
2010,7,36,1,2,4,7,320
2015,7,41,1,2,4,7,458
2020,14,46,1,2,4,7,430
2005,2,27,1,1,3,7,150
2015,2,37,1,1,3,11,100
2020,2,42,1,2,3,11,350
2000,2,61,2,3,2,14,30
2000,2,53,1,2,3,6,80
2005,2,26,2,1,4,14,128
2010,2,31,2,1,4,14,150
2005,2,24,2,1,3,7,100
2010,2,29,2,1,4,16,60
2010,2,48,1,3,3,6,120
2015,2,53,1,3,3,6,180
2020,2,58,1,3,3,6,180
2015,2,47,2,3,3,3,180
2020,2,52,2,3,3,3,180
2015,2,23,2,1,3,3,180
2005,2,37,1,2,3,7,150
2010,2,42,1,2,3,7,260
2015,2,47,1,2,3,7,210
2020,2,52,1,2,3,7,300
2015,2,46,2,2,3,9,48
2020,2,23,2,1,4,16,60
2005,2,44,1,2,3,7,150
2005,2,36,2,2,3,7,90
2010,7,41,2,2,3,9,120
2015,7,46,2,2,3,3,145
2020,7,51,2,2,3,3,240
2020,2,28,1,1,4,6,200
2000,2,43,2,2,2,12,54
2005,2,48,2,3,2,12,150
2010,2,53,2,3,2,12,80
2015,2,58,2,3,2,7,100
2020,2,63,2,3,2,18,130
2015,2,39,2,2,3,17,90
2020,2,44,2,2,3,17,120
2000,2,23,2,1,3,3,67
2015,2,38,2,2,3,17,50
2020,2,43,2,2,3,17,115
2000,2,21,1,1,3,3,78
2005,2,26,1,1,3,19,80
2010,15,31,1,2,3,3,250
2020,2,41,1,2,3,3,350
2000,2,50,1,2,3,7,213
2005,2,55,1,2,3,7,300
2010,2,60,1,2,3,8,180
2015,2,65,1,2,3,8,300
2000,2,24,2,1,5,16,70
2000,2,21,2,1,4,16,30
2000,2,48,1,2,2,3,165
2005,2,53,1,2,2,3,192
2010,2,58,1,2,2,3,250
2020,2,68,1,2,2,12,85
2005,2,46,1,1,3,9,150
2010,2,51,1,1,3,9,200
2015,2,56,1,1,3,3,230
2000,2,22,2,1,4,3,56
2015,2,31,1,1,5,6,235
2000,2,43,1,2,2,1,94
2005,2,48,1,2,2,3,98
2000,2,42,1,2,2,3,150
2005,2,47,1,3,2,3,70
2020,2,62,1,2,2,12,185
2000,2,37,2,2,2,3,20
2015,2,55,2,2,2,3,112
2020,2,60,2,2,2,18,90
2000,2,49,1,2,2,1,120
2005,2,54,1,2,2,6,140
2000,2,43,2,2,2,3,70
2000,2,38,2,2,2,9,60
2015,2,26,1,1,4,7,100
2020,2,31,1,2,4,9,300
2010,2,51,2,3,2,9,60
2005,2,23,1,1,3,7,97
2015,15,33,1,1,3,3,260
2020,15,38,1,2,3,3,320
2000,2,40,2,2,2,3,30
2005,2,69,1,2,5,16,64
2015,2,33,1,1,5,3,300
2020,2,38,1,1,5,3,330
2010,2,26,2,1,5,3,130
2015,2,31,2,1,5,3,180
2020,2,36,2,1,5,3,220
2000,2,27,1,1,4,15,90
2000,2,64,1,2,2,12,40
2005,15,69,1,2,2,18,70
2015,15,44,2,2,3,7,100
2020,15,49,2,2,3,7,100
2005,2,29,1,1,5,16,150
2010,15,34,1,2,5,16,180
2015,15,39,1,2,5,16,360
2005,1,30,1,1,5,10,230
2005,2,25,2,1,5,16,150
2015,2,57,1,2,3,6,300
2020,2,62,1,2,3,6,200
2010,2,47,2,2,3,17,120
2015,2,52,2,2,3,17,130
2020,2,57,2,2,3,17,200
2020,2,24,2,1,4,18,80
2000,8,34,1,1,5,18,100
2005,2,39,1,1,5,6,80
2015,2,49,1,2,5,9,250
2000,2,31,2,1,3,10,75
2020,2,51,2,2,3,18,40
2005,2,31,1,3,4,6,181
2010,2,36,1,2,4,6,330
2000,2,25,2,2,3,3,35
2005,2,37,1,1,5,18,168
2000,2,50,1,2,4,3,90
2000,2,53,1,2,3,8,120
2000,2,48,2,2,3,3,120
2010,2,44,1,3,3,6,96
2010,2,42,2,3,3,3,110
2015,2,47,2,3,3,3,170
2015,2,20,1,1,3,3,200
2000,2,29,1,1,5,16,100
2010,15,29,1,2,5,3,430
2015,8,34,1,2,5,3,450
2020,8,39,1,2,5,3,500
2010,2,27,1,1,5,9,220
2015,2,32,1,1,5,9,350
2020,2,37,1,2,5,9,420
2000,2,39,1,2,3,19,150
2000,2,33,2,2,3,3,40
2005,2,38,2,3,3,9,100
2010,2,43,2,3,3,7,100
2015,2,48,2,2,3,7,150
2015,2,23,2,1,4,14,32
2020,2,28,2,1,5,9,230
2020,2,24,2,1,4,3,180
2000,2,45,1,2,2,6,70
2005,2,50,1,2,2,6,100
2010,2,55,1,3,2,6,120
2000,2,43,2,2,2,3,50
2005,2,48,2,2,2,3,85
2010,2,53,2,3,2,3,84
2015,2,58,2,3,2,17,120
2005,2,27,1,1,3,3,145
2020,7,23,1,1,4,6,200
2015,2,48,2,3,5,18,100
2020,2,53,2,3,5,18,250
2005,2,26,1,1,5,3,183
2020,2,26,1,1,4,9,64
2000,2,23,2,1,5,16,100
2005,2,28,2,2,5,16,112
2015,2,38,2,2,5,10,170
2020,2,43,2,2,5,10,200
2000,2,28,1,1,4,3,110
2005,2,33,1,2,4,3,200
2015,2,43,1,2,5,18,85
2005,7,31,1,2,5,3,250
2010,7,36,1,2,5,3,400
2015,7,41,1,2,5,3,590
2015,2,42,2,2,4,7,150
2020,2,47,2,2,4,7,400
2000,2,27,1,1,5,11,70
2005,1,32,1,1,5,18,233
2010,8,37,1,2,5,3,420
2015,8,42,1,2,5,3,480
2020,1,47,1,2,5,3,560
2005,2,27,2,1,5,3,130
2000,2,50,1,2,5,16,220
2005,2,55,1,2,5,16,450
2010,2,60,1,2,5,16,500
2005,2,28,1,1,5,13,180
2010,10,33,1,2,5,13,240
2015,15,38,1,2,5,5,350
2020,2,43,1,2,5,5,515
2010,1,30,1,1,4,3,240
2020,8,40,1,2,4,3,320
2000,2,47,1,2,3,3,135
2010,2,57,1,2,3,8,100
2015,2,62,1,2,3,8,130
2005,2,26,2,2,5,8,150
2010,2,31,2,2,5,8,250
2020,2,41,2,2,5,8,320
2010,1,29,1,1,5,6,290
2015,2,34,1,1,5,17,400
2020,8,39,1,2,5,17,550
2015,2,59,1,3,2,12,30
2000,2,40,2,2,2,3,65
2020,11,60,2,3,2,20,100
2005,1,25,1,1,4,8,143
2010,8,30,1,2,4,12,250
2015,1,35,1,2,4,12,300
2020,1,40,1,2,4,12,300
2005,2,21,2,1,4,17,70
2010,2,26,2,1,4,15,140
2015,2,31,2,1,4,16,130
2020,11,36,2,2,4,16,200
2010,8,34,1,2,5,7,300
2015,8,39,1,2,5,7,400
2005,2,27,1,1,5,11,264
2010,1,32,1,1,5,11,455
2020,2,42,1,1,5,11,800
2000,2,59,2,2,5,16,180
2000,2,20,1,1,3,3,40
2005,2,30,1,2,5,7,180
2010,2,35,1,2,5,7,250
2015,2,40,1,2,5,6,350
2020,2,45,1,2,5,6,520
2010,2,52,2,2,3,16,30
2015,2,57,2,2,3,16,50
2020,2,62,2,2,3,16,50
2015,2,27,1,1,5,11,370
2000,2,28,1,1,5,16,80
2005,1,33,1,1,5,7,195
2010,8,38,1,2,5,7,270
2015,8,43,1,2,5,7,380
2000,2,46,1,2,3,8,180
2005,2,51,1,2,3,8,300
2010,2,56,1,2,3,8,250
2015,2,61,1,2,3,8,200
2005,2,23,2,1,5,14,100
2010,2,28,2,1,5,4,150
2020,2,38,2,2,5,13,90
2020,1,36,1,2,5,8,550
2005,2,25,2,1,5,10,70
2010,2,30,2,1,5,10,120
2010,2,28,1,1,4,4,130
2015,2,33,1,2,4,4,200
2020,2,38,1,2,4,4,290
2000,2,68,1,2,2,6,30
2000,2,53,1,2,3,11,110
2000,2,29,1,1,3,3,100
2005,15,34,1,2,3,3,128
2010,2,39,1,2,3,3,220
2015,2,44,1,2,3,3,280
2020,2,49,1,2,3,3,300
2000,2,27,1,1,4,6,75
2005,2,32,1,2,4,3,181
2010,15,37,1,2,4,3,300
2015,15,42,1,2,4,3,300
2020,15,47,1,2,4,3,550
2010,2,56,1,2,2,8,200
2015,2,61,1,2,2,8,230
2020,2,66,1,2,2,7,200
2000,2,40,1,2,4,8,185
2005,2,45,1,2,4,8,290
2010,2,50,1,2,4,8,350
2015,2,55,1,2,4,8,450
2010,2,48,2,2,3,16,40
2015,2,53,2,2,3,9,55
2015,2,26,2,1,5,8,120
2000,2,44,1,2,5,7,100
2005,2,49,1,2,5,7,150
2010,2,54,1,2,5,7,350
2015,2,28,2,1,5,7,160
2000,2,45,1,2,3,6,100
2005,2,50,1,2,3,6,54
2010,2,55,1,2,3,6,100
2015,2,60,1,2,3,6,150
2020,2,65,1,2,3,6,150
2000,2,42,2,2,2,3,60
2005,2,22,1,1,4,18,70
2015,2,32,1,1,5,3,280
2020,2,37,1,1,5,3,300
2000,2,70,2,3,2,14,40
2005,15,55,1,2,2,3,140
2005,15,51,2,2,2,9,70
2005,15,28,1,1,5,7,140
2010,15,33,1,1,5,7,200
2015,15,38,1,2,5,3,250
2020,2,43,1,3,5,8,330
2015,2,70,1,2,5,7,300
2020,2,75,1,2,5,7,400
2015,2,64,2,2,5,7,200
2020,2,69,2,2,5,7,250
2005,2,66,1,2,3,3,150
2000,2,31,1,2,5,7,200
2000,2,29,1,1,3,7,150
2000,2,56,1,2,2,18,40
2005,2,61,1,2,2,16,65
2005,2,57,2,2,2,16,30
2000,2,25,2,1,3,11,76
2005,2,30,2,2,3,11,250
2010,2,35,2,2,3,11,350
2015,2,40,2,2,3,11,300
2020,2,45,2,2,3,11,300
2010,15,33,1,2,5,13,150
2015,15,38,1,2,5,3,180
2020,15,43,1,2,5,3,400
2010,2,31,1,1,4,3,100
2015,2,36,1,1,4,3,170
2020,2,41,1,1,4,3,200
2005,2,44,1,2,2,8,180
2005,2,37,1,1,3,8,160
2010,2,42,1,1,3,8,170
2015,2,47,1,1,3,8,200
2020,2,52,1,1,3,8,250
2015,2,28,2,1,4,17,140
2020,2,33,2,2,4,17,160
2010,2,19,2,1,3,17,80
2015,2,24,2,1,3,17,150
2010,2,49,2,2,2,9,100
2015,2,54,2,3,2,9,100
2020,2,59,2,3,2,9,120
2000,3,26,2,1,5,3,75
2005,1,31,2,2,5,13,100
2005,1,34,1,2,5,15,215
2010,1,39,1,2,5,15,360
2015,1,44,1,2,5,15,420
2020,1,49,1,2,5,15,500
2000,2,39,1,2,2,3,110
2005,2,44,1,2,2,3,180
2000,2,39,2,2,2,20,60
2005,2,44,2,2,2,3,100
2005,2,21,1,1,3,3,80
2000,2,55,1,2,2,6,50
2005,2,56,2,2,2,6,50
2010,2,61,2,2,2,6,100
2015,2,66,2,2,2,6,130
2020,2,71,2,2,2,6,100
2005,2,24,2,1,3,17,70
2020,2,39,2,2,3,12,150
2005,2,22,2,1,4,18,45
2020,2,37,2,1,4,8,145
2020,2,36,1,2,2,6,300
2000,2,44,1,2,2,3,45
2000,2,43,2,2,2,9,15
2000,2,24,1,1,4,7,25
2015,2,39,1,2,5,3,270
2020,2,44,1,2,5,3,330
2010,2,20,1,1,3,3,100
2015,2,25,1,1,3,3,220
2020,2,30,1,2,3,3,280
2000,2,40,1,1,2,3,60
2005,2,45,1,1,2,3,20
2010,2,50,1,1,2,3,60
2015,2,55,1,1,2,3,90
2020,2,60,1,1,2,3,80
2015,2,62,1,2,2,14,120
2020,2,67,1,2,2,14,150
2005,2,50,2,2,2,15,40
2000,2,19,2,1,3,3,60
2010,2,29,2,3,3,18,80
2010,2,27,1,1,3,6,70
2015,2,32,1,1,3,8,160
2000,2,48,1,2,2,6,50
2005,2,53,1,2,2,6,28
2010,2,53,2,2,2,6,40
2005,2,23,2,1,4,7,70
2010,1,28,2,2,4,14,104
2005,2,22,1,1,3,18,50
2010,2,27,1,1,3,7,100
2015,2,32,1,1,3,7,150
2020,2,37,1,2,3,7,240
2000,2,38,1,2,3,6,150
2005,2,43,1,2,3,6,243
2010,2,48,1,2,3,6,400
2015,2,53,1,2,3,6,300
2000,2,36,2,2,2,7,20
2015,2,51,2,2,2,9,100
2020,2,56,2,2,2,9,90
2015,2,25,2,1,5,16,150
2020,2,30,2,1,5,19,200
2015,2,22,1,1,4,9,40
2005,2,64,2,3,2,9,40
2000,2,32,1,1,4,7,50
2000,2,46,1,2,2,15,60
2000,2,46,2,2,2,3,55
2005,2,51,2,2,2,3,63
2010,2,56,2,2,2,3,80
2015,2,61,2,2,2,3,80
2020,2,66,2,2,2,3,100
2010,2,30,1,1,5,6,200
2000,2,19,1,1,3,3,105
2005,2,24,1,1,3,3,210
2010,2,29,1,1,3,3,240
2015,2,34,1,1,4,3,250
2020,2,39,1,1,4,3,300
2005,2,66,1,2,2,12,74
2000,15,30,1,1,4,3,75
2005,15,35,1,1,4,3,120
2010,15,40,1,2,4,3,130
2015,15,45,1,2,4,3,150
2000,2,30,2,3,2,3,70
2005,2,35,2,2,2,9,130
