year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage,pid
2015,2,49,2,2,3,17,150,158902
2020,2,54,2,2,3,17,250,158902
2020,2,27,1,1,4,3,370,158903
2000,2,40,1,2,2,8,60,159001
2000,2,37,2,2,2,7,62,159002
2020,2,32,1,1,5,3,250,159003
2000,2,37,1,2,4,15,120,159101
2010,2,47,1,2,4,15,330,159101
2000,2,40,1,2,5,16,170,159201
2005,3,45,1,2,5,16,150,159201
2010,3,50,1,2,5,16,320,159201
2015,3,55,1,2,5,16,360,159201
2020,3,60,1,2,5,16,296,159201
2005,3,41,2,2,4,16,70,159202
2010,3,46,2,2,4,16,86,159202
2015,3,51,2,2,4,16,120,159202
2020,3,56,2,2,4,16,199,159202
2015,3,25,2,1,5,16,250,159203
2020,3,30,2,2,5,16,250,159203
2015,3,24,2,1,4,17,250,159204
2020,3,29,2,1,4,17,400,159204
2010,2,46,1,2,3,4,360,159301
2010,2,41,2,2,3,9,70,159302
2015,2,46,2,2,3,9,100,159302
2020,2,24,2,1,4,17,170,159303
2005,15,36,1,2,5,18,291,159501
2010,15,41,1,2,5,18,320,159501
2000,2,55,1,2,3,6,70,159601
2005,2,60,1,2,3,6,33,159601
2010,15,65,1,2,3,6,200,159601
2015,15,70,1,2,3,6,100,159601
2000,2,45,2,2,2,3,50,159602
2005,2,50,2,2,2,9,127,159602
2020,15,65,2,3,2,20,70,159602
2000,2,23,2,1,3,3,50,159603
2005,1,28,2,1,3,9,83,159603
2020,15,43,2,2,3,3,120,159603
2005,2,23,1,1,4,3,100,159604
2010,2,28,1,2,4,7,190,159604
2015,15,33,1,2,4,3,250,159604
2010,2,26,2,2,3,3,140,159605
2020,15,36,2,2,3,16,100,159605
2000,2,48,1,2,3,3,120,159801
2005,2,53,1,2,3,3,145,159801
2010,2,58,1,2,3,3,200,159801
2020,7,68,2,3,3,16,27,159802
2010,2,28,1,1,4,13,130,159803
2015,2,33,1,2,4,13,280,159803
2020,2,38,1,2,4,13,400,159803
2010,2,26,1,1,4,3,180,159804
2015,7,31,1,1,4,3,250,159804
2020,7,36,1,2,4,3,500,159804
2015,2,59,2,2,2,17,50,159902
2010,1,30,1,2,5,6,420,159904
2015,1,35,1,2,5,6,500,159904
2020,8,40,1,2,5,6,600,159904
2010,2,25,2,1,4,13,100,159905
2015,2,30,2,2,4,13,100,159905
2020,15,35,2,2,4,13,100,159905
2000,2,38,2,2,2,19,60,160001
2005,2,43,2,2,2,3,70,160001
2005,2,48,1,2,4,7,250,160002
2000,2,33,1,2,2,19,140,160101
2005,2,38,1,2,2,19,150,160101
2020,8,26,1,1,4,3,210,160103
2000,2,52,2,3,3,7,75,160201
2010,2,62,2,3,3,14,75,160201
2005,2,33,1,1,4,3,155,160202
2010,2,38,1,1,4,18,230,160202
2015,2,43,1,1,4,18,250,160202
2005,2,31,1,1,5,3,195,160203
2020,8,46,1,2,5,4,670,160203
2005,2,27,1,1,5,16,130,160204
2010,2,32,1,1,5,16,300,160204
2020,2,42,1,1,5,16,800,160204
2020,2,42,2,2,5,17,200,160206
2000,2,50,1,2,2,8,100,160301
2005,2,55,1,2,2,8,157,160301
2010,15,60,1,2,2,18,100,160301
2015,15,65,1,2,2,14,20,160301
2000,2,50,2,2,2,3,65,160302
2005,2,55,2,2,2,3,117,160302
2010,15,60,2,2,2,9,54,160302
2015,15,65,2,2,2,9,50,160302
2020,15,70,2,3,2,9,100,160302
2000,2,52,1,2,2,8,113,160401
2005,2,57,1,2,2,8,147,160401
2010,2,62,1,2,2,8,150,160401
2015,2,67,1,2,2,8,200,160401
2020,2,72,1,2,2,8,200,160401
2000,2,53,2,2,2,9,80,160402
2010,2,26,2,1,5,17,110,160403
2020,2,36,2,2,5,18,180,160403
2015,2,26,1,1,4,7,120,160404
2015,2,68,1,2,2,3,150,160501
2000,2,46,2,2,2,3,50,160502
2005,2,51,2,2,2,3,50,160502
2010,2,56,2,2,2,3,130,160502
2015,2,61,2,2,2,14,120,160502
2000,2,23,2,1,3,18,50,160503
2015,2,38,2,2,3,18,29,160503
2005,2,25,2,1,3,19,90,160504
2010,2,30,2,1,3,19,150,160504
2015,2,32,2,1,3,9,100,160505
2020,2,37,2,1,3,9,200,160505
2010,2,25,2,1,5,16,130,160506
2015,2,30,2,1,5,16,120,160506
2020,2,35,2,1,5,16,200,160506
2010,15,57,1,2,3,6,84,160601
2015,15,62,1,2,3,6,250,160601
2020,15,67,1,2,3,6,204,160601
2005,2,50,1,3,3,6,350,160701
2010,2,55,1,3,3,6,264,160701
2005,2,22,2,1,3,8,100,160702
2010,2,27,2,1,4,16,120,160702
2005,2,18,2,1,3,19,60,160703
2010,2,23,2,1,3,19,180,160703
2000,2,50,1,2,2,3,150,160801
2020,2,64,2,3,2,14,185,160802
2015,2,33,1,1,5,3,200,160803
2020,2,38,1,1,5,10,210,160803
2010,2,19,1,1,4,9,85,160804
2020,2,29,1,1,4,10,250,160804
2000,2,26,1,1,4,3,70,160904
2005,2,31,1,1,4,3,209,160904
2010,2,36,1,1,4,3,190,160904
2015,15,30,1,2,4,3,250,161003
2020,2,32,1,2,5,8,220,161004
2015,2,51,1,3,2,9,100,161102
2005,2,47,1,2,3,3,168,161202
2005,2,45,2,2,3,7,50,161203
2005,2,19,2,1,3,3,97,161206
2000,2,55,1,3,2,12,75,161401
2005,2,60,1,3,2,12,70,161401
2010,2,65,1,3,2,12,97,161401
2020,2,75,1,3,2,14,80,161401
2000,2,30,1,2,3,7,250,161402
2005,2,35,1,2,3,7,200,161402
2010,2,40,1,2,3,7,220,161402
2005,2,35,2,2,3,9,80,161403
2010,2,40,2,2,3,9,108,161403
2010,2,38,1,2,2,8,150,161404
2000,2,24,2,1,4,11,70,161405
2005,2,29,2,1,4,17,130,161405
2000,2,31,1,2,5,11,200,161501
2000,2,39,1,2,5,8,270,161701
2005,2,44,1,2,5,8,400,161701
2010,2,49,1,2,5,8,430,161701
2015,2,54,1,2,5,8,550,161701
2020,2,59,1,2,5,16,200,161701
2000,2,33,2,2,5,8,130,161702
2005,2,38,2,2,5,8,200,161702
2010,2,43,2,2,5,8,325,161702
2015,2,48,2,2,5,8,300,161702
2020,2,64,1,2,4,12,100,161801
2005,2,43,2,2,3,7,80,161802
2010,2,48,2,2,3,7,100,161802
2015,2,53,2,2,3,7,150,161802
2020,2,58,2,2,3,7,170,161802
2020,2,31,2,1,5,18,250,161803
2000,2,48,2,2,2,9,85,161902
2005,5,32,2,2,5,8,200,161903
2010,5,37,2,2,5,8,332,161903
2015,5,42,2,2,5,8,500,161903
2020,5,47,2,2,5,8,620,161903
2010,2,51,1,2,2,4,250,162001
2005,2,42,2,2,2,9,100,162002
2010,2,47,2,2,2,9,150,162002
2005,2,19,1,1,4,18,12,162003
2000,2,40,2,2,2,3,75,162102
2005,2,45,2,2,2,3,88,162102
2010,2,50,2,2,2,3,130,162102
2015,2,55,2,2,2,3,130,162102
2020,2,60,2,2,2,3,220,162102
2020,2,28,2,1,5,19,250,162103
2000,2,28,1,1,3,15,46,162203
2010,2,38,1,2,4,4,200,162203
2010,2,36,1,2,4,9,100,162204
2015,2,38,2,1,5,17,120,162205
2000,2,38,1,2,3,3,110,162301
2020,2,58,1,2,3,3,357,162301
2000,2,34,2,2,3,7,45,162302
2020,2,54,2,2,3,7,200,162302
2000,2,25,1,1,5,18,100,162403
2000,2,39,2,3,3,7,75,162501
2010,2,22,2,1,4,9,100,162502
2015,8,27,2,1,5,3,240,162502
2015,2,24,1,1,4,3,180,162503
2020,2,29,1,1,4,18,200,162503
2000,2,45,1,2,2,6,120,162602
2005,2,50,1,2,2,6,100,162602
2000,2,45,2,2,2,3,56,162603
2005,2,50,2,2,2,14,50,162603
2015,2,60,2,2,2,14,100,162603
2010,2,50,2,3,2,9,80,162901
2020,15,60,2,2,2,17,160,162901
2020,15,37,2,2,3,7,178,162903
2010,15,23,2,2,2,6,90,162904
2015,2,28,2,3,2,18,397,162904
2020,15,33,2,3,2,18,400,162904
2000,2,27,2,2,3,7,10,163002
2010,2,62,1,2,2,8,96,163101
2005,2,50,2,2,2,3,100,163102
2020,2,65,2,2,2,8,80,163102
2010,2,31,1,1,4,14,72,163104
2005,2,24,1,1,4,3,98,163105
2010,7,29,1,2,4,3,210,163105
2015,7,34,1,2,4,3,250,163105
2020,7,39,1,2,4,3,375,163105
2015,2,68,2,3,2,9,28,163201
2020,2,73,2,3,2,15,27,163201
2005,2,35,1,2,3,3,242,163202
2010,2,40,1,2,3,3,345,163202
2020,2,50,1,2,3,3,450,163202
2000,2,30,1,2,3,6,200,163301
2000,2,28,1,1,3,6,90,163304
2020,2,62,1,3,3,7,180,163401
2000,2,42,2,2,2,3,75,163402
2005,2,47,2,2,2,3,78,163402
2010,2,52,2,2,2,3,140,163402
2015,2,57,2,2,2,3,220,163402
2020,2,31,1,1,5,17,300,163403
2010,2,43,2,2,3,7,110,163502
2015,2,48,2,3,3,7,215,163502
2015,2,20,2,1,3,9,80,163503
2000,2,42,1,3,2,3,90,163601
2020,7,62,1,3,2,6,50,163601
2015,14,32,1,2,3,3,270,163602
2020,14,37,1,2,3,3,280,163602
2015,14,30,1,1,3,3,185,163603
2000,2,31,1,2,3,6,63,163701
2005,2,36,1,2,3,6,170,163701
2010,2,41,1,2,3,3,300,163701
2015,2,46,1,2,3,3,450,163701
2000,2,28,2,2,3,3,43,163702
2010,2,28,1,1,4,3,200,163805
2000,2,52,1,2,2,6,20,163901
2005,2,57,1,2,2,6,60,163901
2010,2,62,1,2,2,12,100,163901
2000,2,44,2,2,2,6,45,163902
2010,2,35,2,2,3,12,95,163903
2015,2,40,2,2,3,12,150,163903
2020,2,45,2,2,3,12,220,163903
2005,2,28,1,1,4,4,97,163904
2010,2,33,1,1,4,4,179,163904
2015,2,38,1,1,4,4,300,163904
2020,2,43,1,1,4,4,290,163904
2000,2,20,2,1,3,17,56,163905
2005,2,25,2,1,4,17,98,163905
2020,2,40,2,2,4,7,40,163905
2015,2,26,1,1,4,9,150,163907
2020,2,31,1,1,4,9,200,163907
2000,2,56,1,3,2,6,72,164001
2005,2,61,1,3,2,6,30,164001
2010,2,66,1,3,2,6,30,164001
2015,2,71,1,3,2,3,50,164001
2000,2,52,1,3,2,6,67,164002
2005,2,57,1,3,2,14,68,164002
2005,2,44,1,3,2,8,65,164101
2010,2,49,1,2,2,7,110,164101
2015,2,54,1,2,2,7,110,164101
2020,2,59,1,2,2,14,175,164101
2015,2,45,2,3,3,3,100,164102
2020,2,50,2,3,3,3,250,164102
2015,2,22,2,1,3,3,100,164103
2020,2,27,2,1,3,14,230,164103
2015,2,37,2,2,3,9,85,164105
2020,2,42,2,2,3,9,100,164105
2000,2,51,1,2,2,8,180,164302
2000,2,56,1,2,2,3,160,164401
2005,2,61,1,2,2,19,150,164401
2010,2,66,1,2,2,14,110,164401
2015,2,71,1,3,2,14,137,164401
2020,2,76,1,3,2,14,150,164401
2005,2,29,1,2,4,6,100,164403
2010,2,34,1,3,4,3,190,164403
2015,2,39,1,2,4,3,350,164403
2020,2,44,1,2,4,7,300,164403
2000,2,34,1,2,5,16,120,164501
2020,15,54,1,2,5,7,280,164501
2000,2,41,2,2,4,9,30,164602
2000,2,48,1,2,5,15,190,164701
2005,2,53,1,2,5,15,440,164701
2015,2,63,1,2,5,14,80,164701
2020,2,68,1,2,5,14,90,164701
2015,2,58,2,2,3,18,90,164702
2020,2,63,2,2,3,18,100,164702
2005,2,25,2,1,5,15,67,164703
2005,2,57,2,2,2,9,60,164902
2010,2,62,2,2,2,9,80,164902
2005,2,28,1,1,4,6,40,164903
2010,2,33,1,2,4,6,180,164903
2015,2,38,1,2,4,6,250,164903
2020,2,43,1,2,4,6,360,164903
2005,2,70,1,2,2,8,80,165101
2015,2,39,1,1,2,6,150,165103
2020,2,44,1,1,2,6,170,165103
2005,2,36,1,1,2,3,70,165104
2010,2,41,1,1,2,3,60,165104
2015,2,46,1,3,2,3,250,165104
2020,15,51,1,3,2,3,280,165104
2000,15,24,2,1,4,16,60,165203
2010,2,29,2,1,5,16,200,165205
2010,2,25,2,1,4,17,90,165206
2005,2,49,1,2,3,8,160,165401
2010,2,54,1,2,3,8,197,165401
2015,2,59,1,2,3,8,400,165401
2020,2,64,1,2,3,8,340,165401
2010,2,28,1,1,5,3,367,165404
2015,7,33,1,2,5,3,500,165404
2000,2,53,2,2,3,7,150,165502
2005,2,58,2,2,3,12,350,165502
2010,2,63,2,2,3,12,400,165502
2015,2,68,2,3,3,12,250,165502
2005,2,32,2,1,5,12,100,165503
2000,2,40,2,2,3,7,25,165602
2000,2,36,2,2,4,17,110,165702
2005,2,41,2,2,4,17,300,165702
2005,2,64,1,2,5,12,70,165801
2015,2,68,2,2,3,12,95,165802
2015,16,57,2,3,3,17,63,165902
2020,16,62,2,3,3,17,100,165902
2020,2,55,2,3,3,9,180,166002
2010,8,24,1,1,5,15,154,166003
2015,15,29,1,1,5,15,300,166003
2020,1,34,1,1,5,15,310,166003
2020,2,30,2,2,5,15,240,166004
2010,2,43,1,3,3,9,290,166201
2015,2,48,1,3,3,9,350,166201
2020,2,53,1,3,3,9,530,166201
2005,2,34,2,2,3,4,109,166202
2015,2,68,1,2,2,15,130,166401
2005,2,27,2,1,5,7,120,166403
2010,2,32,2,1,5,7,145,166403
2000,2,20,1,1,4,9,60,166404
2000,2,30,1,1,5,16,165,166603
2010,8,40,1,2,5,16,350,166603
2010,2,26,2,1,5,3,130,166704
2000,2,49,1,2,5,9,175,166801
2005,2,54,1,2,5,9,375,166801
2010,2,59,1,2,5,16,500,166801
2000,2,41,2,2,4,16,165,166802
2005,2,46,2,2,4,16,250,166802
2010,2,51,2,2,5,16,400,166802
2015,2,56,2,2,5,16,360,166802
2020,2,61,2,2,5,16,350,166802
2020,2,36,2,1,5,7,150,166803
2010,2,67,1,2,3,3,150,166901
2015,2,72,1,2,3,3,150,166901
2000,2,26,2,1,4,3,89,166903
2010,2,36,2,2,4,11,400,166903
2020,2,46,2,2,4,6,295,166903
2000,2,24,2,1,5,3,120,166904
2005,8,29,2,2,5,3,291,166904
2010,1,34,2,2,5,3,500,166904
2015,1,39,2,2,5,3,580,166904
2005,8,26,2,1,5,15,140,166905
2010,2,28,1,1,5,7,200,166906
2015,2,33,1,2,5,7,300,166906
2020,2,38,1,2,5,6,400,166906
2000,3,45,1,2,5,4,250,167001
2005,15,50,1,3,5,4,430,167001
2010,3,55,1,2,5,4,800,167001
2015,3,60,1,2,5,13,248,167001
2015,1,31,2,3,5,3,180,167003
2020,1,36,2,3,5,3,250,167003
2020,1,32,2,1,5,7,300,167004
2000,2,42,2,2,3,7,50,167102
2000,2,48,1,2,3,15,205,167201
2005,2,53,1,2,3,15,282,167201
2010,2,58,1,2,3,15,390,167201
2015,15,63,1,2,3,9,120,167201
2020,15,68,1,2,3,8,150,167201
2000,2,20,1,1,4,9,20,167203
2005,2,25,1,1,4,3,150,167203
2010,2,30,1,2,4,8,250,167203
2015,15,35,1,2,4,8,300,167203
2020,15,40,1,2,4,8,330,167203
2010,1,27,2,1,5,11,300,167204
2015,1,32,2,2,5,11,300,167204
2020,1,37,2,2,5,11,350,167204
2000,2,42,1,2,2,3,130,167301
2005,2,47,1,2,2,3,125,167301
2010,2,52,1,2,2,3,180,167301
2015,2,57,1,2,2,3,200,167301
2020,2,62,1,2,2,3,200,167301
2020,2,61,2,2,3,17,100,167302
2000,2,44,1,2,2,3,130,167401
2005,2,49,1,2,2,3,168,167401
2015,2,59,1,2,2,3,250,167401
2020,2,64,1,2,2,3,250,167401
2005,2,20,1,1,3,9,75,167403
2020,2,24,2,1,4,3,100,167405
2015,2,27,2,1,2,17,130,167406
2005,2,36,2,1,3,3,60,167501
2000,2,29,1,1,2,8,100,167502
2005,2,34,1,1,2,8,60,167502
2000,2,28,2,1,3,8,70,167503
2005,15,33,2,2,3,8,98,167503
2020,15,48,2,2,3,9,100,167503
2005,2,30,1,1,3,3,117,167504
2010,2,35,1,1,3,3,120,167504
2020,2,45,1,1,3,6,250,167504
2015,2,43,2,2,3,9,50,167505
2000,2,51,2,2,2,3,50,167601
2000,2,57,1,2,2,3,90,167602
2010,2,67,1,2,2,12,70,167602
2005,2,29,1,1,5,6,175,167603
2010,4,34,1,2,5,6,360,167603
2015,4,39,1,2,5,6,400,167603
2020,19,44,1,2,5,13,434,167603
2000,2,21,2,1,4,11,60,167604
2005,2,26,2,1,4,11,137,167604
2000,2,46,1,2,2,3,160,167701
2005,2,51,1,2,2,3,245,167701
2010,2,56,1,2,2,3,250,167701
2015,2,61,1,2,2,3,300,167701
2020,15,66,1,2,2,3,300,167701
2010,2,27,2,1,5,7,130,167703
2010,2,25,2,1,5,16,180,167704
2000,2,57,2,3,2,3,90,167801
2010,2,67,2,3,2,14,60,167801
2015,2,72,2,3,2,14,80,167801
2000,2,26,1,1,4,19,40,167802
2010,8,36,1,2,5,19,220,167802
2015,8,41,1,2,5,19,250,167802
2020,1,46,1,2,5,19,370,167802
2000,15,38,1,2,3,3,130,168001
2005,15,43,1,2,3,3,280,168001
2010,15,48,1,2,3,3,326,168001
2015,15,53,1,2,3,3,380,168001
2020,15,58,1,2,3,3,320,168001
2010,15,40,2,2,3,9,75,168002
2020,15,50,2,2,3,14,150,168002
2015,15,22,2,1,4,3,130,168003
2015,15,20,2,1,3,19,100,168004
2020,15,25,2,1,3,7,160,168004
2000,2,26,1,1,2,3,60,168102
2000,2,24,2,1,3,17,75,168103
2010,15,34,2,2,3,18,170,168103
2000,2,44,1,2,2,19,140,168201
2005,2,49,1,3,2,19,245,168201
2010,2,54,1,3,2,19,294,168201
2000,2,40,2,2,2,9,50,168202
2000,2,59,1,3,2,8,140,168401
2000,2,36,1,2,5,8,60,168501
2005,2,41,1,2,5,8,50,168501
2010,2,46,1,2,5,6,200,168501
2015,2,51,1,2,5,5,280,168501
2020,2,52,2,2,3,15,300,168502
2020,2,22,1,1,4,14,185,168504
2005,2,41,1,2,2,3,130,168701
2015,2,51,1,2,2,6,112,168701
2020,2,56,1,2,2,3,250,168701
2005,2,45,2,2,2,9,100,168704
2010,2,50,2,2,2,9,120,168704
2000,2,40,1,2,3,7,180,168801
2005,2,45,1,2,3,5,200,168801
2010,2,50,1,2,3,5,250,168801
2015,2,55,1,2,3,5,60,168801
2020,2,60,1,2,3,5,100,168801
2015,2,48,2,2,3,9,90,168802
2015,2,23,2,1,4,17,230,168803
2020,2,28,2,1,4,17,250,168803
2020,2,23,2,1,4,17,170,168805
2000,2,55,1,2,2,3,120,168901
2005,2,60,1,2,2,3,100,168901
2015,15,70,1,2,2,14,120,168901
2020,15,75,1,2,2,12,150,168901
2000,2,51,2,2,1,20,24,168902
2015,15,66,2,2,1,14,93,168902
2020,15,71,2,2,1,14,140,168902
2005,2,33,1,1,4,8,80,168903
2010,2,38,1,1,4,8,150,168903
2000,2,26,2,1,4,16,70,168904
2005,2,31,2,1,4,16,80,168904
2010,2,36,2,1,4,16,130,168904
2015,15,41,2,1,4,17,200,168904
2020,15,46,2,1,4,3,150,168904
2000,2,22,1,1,4,18,39,168905
2010,2,32,1,1,5,13,180,168905
2000,2,41,1,2,3,8,90,169001
2010,15,51,1,3,3,5,150,169001
2015,15,56,1,3,3,5,185,169001
2020,15,61,1,3,3,5,250,169001
2000,2,41,2,2,2,9,70,169002
2005,2,46,2,3,2,9,75,169002
2010,2,51,2,3,2,8,90,169002
2015,2,56,2,3,2,8,120,169002
2020,2,61,2,3,2,8,165,169002
2000,2,36,1,2,3,8,100,169101
2005,2,41,1,2,3,8,130,169101
2010,2,46,1,2,3,8,100,169101
2015,2,51,1,3,3,8,180,169101
2020,2,56,1,3,3,8,220,169101
2005,2,41,2,2,3,20,60,169102
2020,2,22,1,1,3,3,200,169103
2005,2,48,1,3,5,17,168,169201
2000,2,41,1,2,3,6,140,169401
2000,2,59,1,2,5,12,58,169501
2000,2,46,2,2,2,9,60,169502
2000,2,61,2,3,1,14,60,169601
2000,2,61,2,3,3,9,40,169701
2005,5,50,1,2,2,14,170,169901
2010,5,55,1,2,2,14,180,169901
2015,5,60,1,2,2,14,270,169901
2020,5,65,1,2,2,14,350,169901
2000,2,44,2,2,2,9,65,169902
2005,5,49,2,2,2,9,70,169902
2010,5,54,2,2,2,9,90,169902
2015,5,59,2,2,2,16,110,169902
2020,5,64,2,2,2,3,87,169902
2015,5,34,2,2,5,17,180,169903
2020,5,39,2,2,5,9,223,169903
2010,8,27,1,1,3,3,180,169904
2015,5,32,1,1,3,3,290,169904
2020,5,37,1,2,3,3,359,169904
2005,2,34,1,2,2,9,150,170101
2010,2,39,1,2,2,3,200,170101
2015,2,44,1,2,2,3,250,170101
2020,2,49,1,2,2,3,250,170101
2005,2,33,2,2,2,9,50,170102
2015,2,43,2,2,2,14,80,170102
2000,2,65,2,3,1,15,32,170201
2000,2,38,1,2,2,6,100,170301
2005,2,43,1,2,2,6,100,170301
2010,2,48,1,2,2,6,150,170301
2015,2,53,1,2,2,6,100,170301
2020,2,58,1,2,2,6,300,170301
2000,2,36,2,2,3,3,55,170302
2005,2,41,2,2,3,7,70,170302
2010,2,46,2,2,3,7,75,170302
2015,2,51,2,2,3,7,100,170302
2020,2,56,2,2,3,7,130,170302
2010,2,23,2,1,5,4,130,170303
2015,2,28,2,1,5,4,170,170303
2020,2,33,2,1,5,4,210,170303
2015,2,27,1,1,3,4,150,170304
2020,2,32,1,1,3,4,250,170304
2005,2,51,1,2,2,8,230,170401
2010,2,56,1,2,2,8,200,170401
2015,2,61,1,2,2,8,250,170401
2010,7,29,1,1,5,3,400,170403
2015,7,34,1,2,5,3,520,170403
2020,7,39,1,2,5,3,520,170403
2015,7,32,1,1,5,3,200,170404
2020,7,37,1,2,5,3,363,170404
2000,2,45,1,2,2,6,50,170501
2005,2,50,1,2,2,6,20,170501
2005,2,43,2,2,2,3,50,170502
2005,2,20,2,1,4,19,20,170503
2000,2,49,2,3,2,9,40,170601
2005,2,54,2,3,2,3,20,170601
2010,2,59,2,3,2,3,50,170601
2015,2,64,2,3,2,3,60,170601
2020,2,69,2,3,2,3,100,170601
2010,15,43,1,1,3,3,290,170701
2015,15,48,1,2,3,3,330,170701
2020,15,53,1,2,3,3,500,170701
2010,2,32,1,1,5,16,200,170803
2000,2,19,1,1,3,3,30,170804
2010,14,29,1,1,4,5,190,170804
2015,7,34,1,2,4,13,270,170804
2020,7,39,1,2,4,13,300,170804
2000,2,28,1,1,4,3,120,170901
2005,15,33,1,1,4,13,300,170901
2010,2,38,1,2,4,3,300,170901
2015,2,43,1,2,4,3,458,170901
2020,2,48,1,2,4,3,510,170901
2000,2,50,1,2,3,6,70,171001
2005,2,55,1,2,3,6,80,171001
2010,2,60,1,2,3,6,200,171001
2015,2,65,1,2,3,6,150,171001
2000,2,40,2,2,2,3,50,171002
2020,2,60,2,2,2,17,190,171002
2000,2,21,2,1,4,3,60,171003
2005,2,24,1,1,3,17,107,171004
2020,2,39,1,1,3,6,300,171004
2000,2,62,2,3,2,9,20,171201
2010,2,38,2,1,3,3,60,171301
2020,2,48,2,1,3,17,170,171301
2000,2,22,2,1,4,19,40,171404
2005,2,27,2,1,4,19,120,171404
2005,2,24,2,1,4,9,80,171704
2010,2,29,2,1,4,16,130,171704
2000,2,44,1,2,2,3,230,171801
2005,2,26,2,2,5,16,90,171803
2005,2,24,1,1,4,3,120,171804
2010,2,29,1,1,4,3,150,171804
2015,15,34,1,1,4,19,250,171804
2020,15,39,1,1,4,19,300,171804
2000,2,33,1,1,4,7,170,171903
2005,11,38,1,2,4,7,262,171903
2000,2,29,2,1,5,16,93,171905
2005,2,34,2,1,5,16,150,171905
2015,2,44,2,2,5,16,400,171905
2020,2,49,2,2,5,16,320,171905
2015,2,62,1,2,5,12,120,172103
2015,2,57,2,2,3,9,100,172104
2015,2,22,1,1,3,3,126,172403
2020,2,27,1,3,3,3,350,172403
2005,2,55,1,2,3,14,150,172501
2010,2,60,1,2,3,3,120,172501
2015,2,65,1,2,3,3,190,172501
2010,2,57,2,2,2,9,120,172502
2020,2,67,2,2,2,17,188,172502
2010,15,31,1,1,5,3,380,172505
2015,1,36,1,1,5,3,500,172505
2020,1,41,1,2,5,3,570,172505
2000,2,40,2,3,2,7,60,172601
2005,2,42,1,2,3,8,200,172602
2010,2,47,1,2,3,8,240,172602
2015,2,52,1,2,3,8,280,172602
2020,2,57,1,3,3,8,400,172602
2000,2,43,1,1,3,9,80,172701
2000,2,40,1,1,2,8,100,173003
2005,15,45,1,2,2,8,180,173003
2010,15,50,1,2,2,8,200,173003
2015,15,55,1,2,2,8,280,173003
2020,15,60,1,2,2,8,430,173003
2000,2,40,2,2,4,3,60,173102
2005,2,45,2,3,4,3,65,173102
2010,2,50,2,3,4,17,180,173102
2015,2,55,2,3,4,12,150,173102
2020,2,60,2,3,4,17,60,173102
2005,2,22,1,1,3,3,150,173103
2010,2,27,1,1,3,8,200,173103
2015,2,32,1,1,3,6,250,173103
2020,2,37,1,1,3,6,300,173103
2005,2,20,1,1,2,18,70,173104
2020,2,35,1,1,2,11,300,173104
2000,2,41,2,2,2,3,60,173202
2005,2,46,2,3,2,3,90,173202
2015,2,56,2,3,2,3,120,173202
2020,2,61,2,3,2,18,100,173202
2010,2,27,1,1,4,3,100,173203
2015,2,32,1,1,4,3,170,173203
2020,2,37,1,2,4,3,210,173203
2005,2,20,1,1,3,3,90,173204
2010,2,25,1,1,3,3,170,173204
2015,2,30,1,2,3,3,200,173204
2020,2,35,1,2,3,3,250,173204
2000,2,39,1,2,3,8,150,173301
2010,2,40,1,1,3,3,250,173403
2015,2,40,1,2,3,9,300,173405
2020,2,45,1,2,3,9,300,173405
2000,2,53,1,2,2,12,50,173701
2010,2,63,1,2,3,14,80,173701
2000,2,48,2,2,2,19,60,173702
2000,2,18,2,1,4,9,36,173703
2005,2,23,2,1,5,8,150,173703
2010,2,28,2,2,5,8,200,173703
2000,2,27,1,1,3,19,70,173802
2000,2,46,1,2,2,6,150,173901
2005,2,51,1,2,2,6,200,173901
2010,2,56,1,2,2,6,150,173901
2015,2,61,1,2,2,6,100,173901
2020,2,66,1,2,2,6,200,173901
2000,2,44,2,2,2,20,70,173902
2005,2,49,2,2,2,20,40,173902
2005,2,29,1,1,5,11,270,173903
2005,7,27,1,2,4,3,150,173904
2010,7,32,1,2,4,3,250,173904
2015,7,37,1,2,4,3,400,173904
2020,7,42,1,2,4,3,340,173904
2000,2,42,1,2,3,3,118,174001
2005,2,47,1,2,3,3,170,174001
2010,2,52,1,2,3,3,250,174001
2015,2,57,1,2,3,3,250,174001
2020,2,62,1,2,3,15,120,174001
2000,2,35,2,2,3,9,95,174002
2005,2,40,2,2,3,9,120,174002
2020,2,30,1,1,5,7,170,174003
2020,2,28,2,1,5,16,200,174004
2010,2,29,2,2,5,7,120,174103
2000,15,48,2,3,3,17,100,174201
2005,15,53,2,2,3,17,200,174201
2015,15,32,1,1,5,16,250,174202
2020,15,72,1,2,3,17,100,174203
2015,15,30,2,1,5,16,247,174303
2020,2,35,2,2,5,16,280,174303
2015,2,27,1,1,5,18,250,174304
2020,2,32,1,1,5,18,200,174304
2005,2,28,1,1,5,3,208,174403
2010,1,33,1,1,5,13,344,174403
2015,1,38,1,2,5,13,490,174403
2005,2,25,2,1,5,3,120,174404
2020,2,27,2,1,5,11,230,174503
2020,15,28,2,2,4,6,180,174603
2005,1,39,2,3,3,3,75,174701
2010,1,44,2,3,3,3,100,174701
2015,1,49,2,3,3,3,120,174701
2020,1,54,2,3,3,3,150,174701
2000,2,31,1,1,4,3,120,174803
2005,15,36,1,2,4,6,120,174803
2010,15,41,1,2,4,6,250,174803
2015,15,46,1,2,4,6,330,174803
2020,15,51,1,2,4,6,400,174803
