year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage,pid
2020,12,53,1,2,2,8,300,421503
2010,12,39,1,1,4,15,250,421504
2005,8,31,2,2,4,17,160,421505
2010,8,36,2,2,4,17,170,421505
2015,8,41,2,2,4,17,250,421505
2020,8,46,2,2,4,17,200,421505
2005,12,29,1,1,4,3,100,421506
2010,12,34,1,1,4,3,360,421506
2000,12,56,1,2,2,6,40,421601
2005,12,61,1,2,2,6,100,421601
2000,12,24,1,1,3,19,58,421603
2005,12,29,1,1,3,19,130,421603
2010,12,34,1,1,3,19,160,421603
2015,12,39,1,2,3,19,260,421603
2000,12,20,2,1,4,11,68,421604
2005,12,25,2,1,4,17,80,421604
2010,12,30,2,1,4,17,100,421604
2005,12,57,2,2,2,9,80,421702
2010,12,62,2,2,2,9,70,421702
2005,12,29,1,1,4,14,150,421703
2000,12,33,1,1,3,3,97,421903
2005,12,38,1,1,3,3,150,421903
2010,12,43,1,1,3,3,340,421903
2015,12,48,1,1,3,3,380,421903
2020,12,53,1,1,3,3,300,421903
2005,12,33,1,2,2,7,150,422003
2020,12,48,1,3,2,6,400,422003
2000,12,59,2,3,2,3,40,422101
2005,12,48,1,2,2,6,180,422201
2010,12,53,1,2,2,6,200,422201
2010,12,48,2,2,3,6,100,422202
2015,12,53,2,2,3,6,100,422202
2020,12,58,2,2,3,6,100,422202
2015,12,29,1,1,5,16,220,422203
2005,12,47,1,2,3,13,12,422301
2010,12,52,1,2,3,11,100,422301
2015,12,57,1,2,3,16,160,422301
2020,12,62,1,2,3,17,150,422301
2000,12,35,2,2,2,3,43,422302
2005,12,40,2,2,2,9,95,422302
2010,12,45,2,2,2,9,100,422302
2015,12,50,2,2,2,9,100,422302
2020,12,55,2,2,2,9,100,422302
2020,8,27,2,2,5,3,220,422303
2000,12,40,1,2,3,8,80,422501
2010,1,50,1,3,3,18,120,422501
2020,12,60,1,3,3,14,200,422501
2000,12,41,2,2,3,9,40,422502
2020,12,61,2,3,3,17,200,422502
2010,12,23,1,1,4,9,60,422503
2015,1,28,1,1,4,9,160,422503
2015,12,26,1,1,5,16,50,422504
2020,8,31,1,1,5,13,300,422504
2005,12,59,2,3,2,3,50,422702
2010,12,64,2,3,2,3,60,422702
2015,12,69,2,3,2,3,60,422702
2000,12,25,1,1,5,3,120,422704
2005,12,30,1,2,5,7,120,422704
2010,8,35,1,2,5,8,160,422704
2015,8,40,1,2,5,8,150,422704
2020,12,45,1,2,5,3,300,422704
2010,1,32,1,2,4,9,250,422705
2015,1,31,2,1,4,11,250,422902
2020,1,36,2,1,4,11,250,422902
2005,12,38,1,2,5,17,275,423201
2010,12,43,1,2,5,17,250,423201
2005,12,35,2,2,4,17,235,423202
2010,12,40,2,2,4,17,250,423202
2015,12,45,2,2,4,17,380,423202
2020,12,50,2,2,4,17,450,423202
2005,12,53,2,3,5,16,458,423302
2005,1,30,2,2,5,13,270,423303
2010,1,34,2,2,5,17,500,423304
2015,1,39,2,2,5,17,500,423304
2000,12,36,1,2,4,15,130,423401
2005,12,41,1,2,4,15,260,423401
2010,12,46,1,2,4,15,360,423401
2015,12,51,1,2,4,15,405,423401
2020,12,56,1,2,4,15,558,423401
2000,12,36,2,2,5,15,120,423402
2005,12,41,2,2,5,15,226,423402
2010,12,46,2,2,5,15,230,423402
2015,12,51,2,2,5,15,389,423402
2020,12,56,2,2,5,15,542,423402
2020,12,27,2,1,4,15,190,423403
2000,12,44,1,2,5,4,270,423501
2005,12,49,1,2,5,4,480,423501
2010,12,54,1,2,5,4,627,423501
2015,12,59,1,2,5,4,400,423501
2005,12,45,2,2,3,18,96,423502
2010,12,50,2,2,3,18,150,423502
2015,12,27,2,1,5,13,200,423504
2000,12,55,1,2,5,16,230,423701
2005,12,60,1,2,5,16,417,423701
2000,12,51,2,2,5,16,230,423702
2005,12,56,2,2,5,16,417,423702
2010,12,61,2,2,5,16,430,423702
2010,1,33,2,1,5,16,150,423703
2010,1,31,2,1,5,8,280,423704
2015,1,36,2,1,5,8,400,423704
2020,1,41,2,1,5,8,417,423704
2015,12,28,2,1,5,11,240,424003
2020,12,33,2,2,5,11,300,424003
2020,12,30,1,1,4,1,270,424004
2000,12,34,1,2,5,16,130,424101
2000,12,35,2,2,5,16,130,424102
2005,12,34,2,2,3,9,45,424302
2020,12,25,2,1,3,9,150,424303
2005,12,43,1,2,5,11,485,424401
2010,12,48,1,2,5,11,600,424401
2015,12,53,1,2,5,11,708,424401
2020,12,58,1,2,5,11,833,424401
2015,12,23,2,1,5,16,50,424404
2020,12,28,2,1,5,15,200,424404
2000,12,51,1,2,2,3,160,424501
2005,12,56,1,2,2,3,320,424501
2010,12,61,1,2,2,8,85,424501
2015,12,66,1,2,2,8,120,424501
2020,12,71,1,2,2,8,178,424501
2010,12,53,2,2,2,9,80,424502
2015,12,58,2,2,2,9,120,424502
2020,12,63,2,2,2,9,90,424502
2000,12,22,2,1,3,3,55,424503
2005,11,23,2,1,3,3,127,424504
2010,11,28,2,2,3,3,160,424504
2020,11,38,2,2,3,3,200,424504
2015,12,31,1,1,5,13,180,424505
2020,12,36,1,1,5,10,330,424505
2010,12,44,1,2,5,11,350,424801
2015,12,49,1,2,5,11,400,424801
2020,12,54,1,2,5,11,500,424801
2015,12,45,2,2,4,17,130,424802
2020,12,50,2,2,4,17,200,424802
2010,8,42,1,2,4,10,150,424901
2015,8,47,1,2,5,13,230,424901
2000,12,35,1,2,3,3,100,425101
2005,12,40,1,2,3,8,66,425101
2005,12,33,2,2,3,3,82,425102
2000,12,42,1,2,3,3,115,425201
2005,12,47,1,2,3,3,221,425201
2010,12,52,1,2,3,3,230,425201
2015,12,57,1,2,3,3,340,425201
2020,12,62,1,2,3,8,150,425201
2010,12,26,1,1,4,3,180,425203
2015,12,31,1,1,4,3,260,425203
2020,12,36,1,2,4,3,330,425203
2015,6,26,2,1,5,17,130,425204
2020,12,31,2,1,5,13,200,425204
2000,12,42,1,2,2,6,80,425301
2005,12,47,1,3,2,6,100,425301
2010,12,52,1,3,2,6,150,425301
2015,12,57,1,3,2,6,200,425301
2020,12,62,1,3,2,6,250,425301
2000,12,36,2,2,2,3,40,425302
2010,12,24,2,1,4,9,100,425303
2015,12,29,2,1,4,7,200,425303
2020,12,34,2,1,4,7,250,425303
2010,12,22,2,1,3,7,85,425304
2015,12,27,2,1,3,7,140,425304
2020,12,32,2,1,3,9,170,425304
2000,12,40,1,2,2,3,100,425401
2010,8,50,1,2,3,8,150,425401
2015,8,55,1,2,3,8,130,425401
2000,12,34,2,2,3,11,100,425402
2010,8,44,2,2,3,9,180,425402
2015,8,49,2,2,3,9,150,425402
2005,12,41,2,2,5,16,300,425602
2010,12,46,2,2,5,16,430,425602
2015,12,51,2,3,5,16,600,425602
2020,12,56,2,3,5,16,650,425602
2015,12,58,2,2,3,1,100,425802
2020,12,63,2,2,3,1,100,425802
2005,12,39,2,2,5,13,60,425901
2010,12,44,2,2,5,16,200,425901
2000,12,36,1,2,5,8,230,425902
2005,12,41,1,2,5,7,310,425902
2010,12,46,1,2,5,7,600,425902
2020,11,40,2,2,5,9,85,426003
2015,11,32,1,2,4,3,370,426004
2020,11,37,1,2,4,3,430,426004
2000,12,41,1,2,3,6,95,426201
2005,12,46,1,2,3,6,120,426201
2010,12,51,1,2,3,6,120,426201
2015,12,56,1,2,3,6,100,426201
2020,12,61,1,2,3,6,150,426201
2010,12,20,1,1,3,9,85,426203
2015,12,25,1,1,3,3,150,426203
2020,12,30,1,1,3,7,180,426203
2000,12,31,1,2,5,11,150,426402
2005,12,36,1,2,5,11,250,426402
2010,12,18,2,1,2,9,30,426502
2000,12,29,1,2,3,3,100,426803
2015,12,44,1,2,3,3,530,426803
2020,12,49,1,3,3,3,500,426803
2015,12,38,1,1,2,6,150,426903
2020,12,43,1,1,2,7,100,426903
2015,8,43,2,3,3,3,280,426905
2005,12,30,1,2,3,7,50,427004
2010,8,35,1,2,3,7,170,427004
2015,8,40,1,2,3,7,350,427004
2020,8,45,1,2,3,7,500,427004
2000,12,23,2,1,4,17,58,427005
2005,12,28,2,1,4,17,120,427005
2015,1,38,2,3,4,17,190,427005
2020,1,43,2,3,4,17,280,427005
2010,12,29,1,1,5,6,180,427006
2015,12,34,1,2,5,6,200,427006
2020,12,39,1,2,5,6,350,427006
2015,12,47,1,1,3,13,250,427201
2000,12,51,2,2,2,3,65,427402
2015,12,66,2,2,2,14,70,427402
2000,12,30,1,2,3,6,70,427403
2000,12,23,2,1,4,3,46,427604
2010,8,33,2,2,4,17,110,427604
2015,8,38,2,2,4,17,150,427604
2020,8,43,2,2,4,17,210,427604
2000,12,67,2,3,1,1,5,427901
2000,12,62,2,2,2,9,50,428102
2005,12,67,2,2,2,9,100,428102
2005,8,32,1,2,3,6,150,428103
2020,8,47,1,2,3,6,400,428103
2015,11,57,1,3,3,8,140,428201
2020,11,62,1,3,3,5,200,428201
2020,8,36,1,1,4,3,230,428203
2020,4,31,1,1,4,10,200,428204
2005,12,70,2,2,1,1,30,428302
2015,3,38,2,2,3,17,150,428403
2020,3,43,2,2,3,17,170,428403
2005,1,27,1,1,4,18,130,428404
2010,1,32,1,2,4,18,250,428404
2015,1,37,1,2,4,18,350,428404
2020,1,42,1,2,4,18,320,428404
2005,1,25,1,1,5,10,140,428405
2010,1,30,1,2,5,10,250,428405
2015,1,35,1,2,5,10,300,428405
2020,1,40,1,2,5,10,420,428405
2010,5,39,2,2,5,17,93,428503
2020,5,49,2,2,5,17,98,428503
2005,1,32,1,2,5,10,250,428504
2010,1,37,1,2,5,10,300,428504
2015,4,42,1,2,5,13,350,428504
2020,4,47,1,2,5,13,520,428504
2010,4,34,1,2,5,7,190,428505
2015,4,39,1,2,5,3,200,428505
2020,4,44,1,2,5,3,254,428505
2010,8,26,2,1,4,17,280,428703
2015,8,31,2,1,4,17,333,428703
2010,12,24,2,1,4,3,145,428704
2015,8,26,2,1,4,17,230,428705
2020,8,25,1,1,5,15,170,428706
2005,12,36,1,1,5,7,150,429103
2010,1,36,2,2,5,15,215,429104
2015,1,41,2,2,5,15,200,429104
2020,1,46,2,2,5,15,330,429104
2010,1,47,1,2,3,7,180,429201
2015,1,52,1,2,3,7,220,429201
2020,1,57,1,2,3,7,350,429201
2000,12,37,2,2,3,18,50,429202
2015,1,52,2,2,3,7,70,429202
2020,1,57,2,2,3,7,96,429202
2020,8,33,1,1,4,3,330,429203
2020,1,30,1,1,3,7,230,429204
2015,1,23,2,1,4,17,150,429205
2020,1,28,2,1,4,17,230,429205
2015,12,71,2,3,2,17,20,429301
2020,12,76,2,3,2,17,27,429301
2005,5,32,1,1,4,3,190,429302
2010,5,37,1,1,4,3,200,429302
2015,5,42,1,1,4,3,258,429302
2020,8,47,1,1,4,3,360,429302
2010,12,26,2,1,5,17,150,429404
2000,12,26,2,1,5,16,97,429604
2015,11,41,2,2,5,16,158,429604
2020,11,46,2,2,5,16,140,429604
2015,13,39,1,1,5,7,260,429605
2020,12,44,1,1,5,7,304,429605
2000,12,22,2,1,3,16,58,429606
2005,12,27,2,2,3,3,106,429606
2015,11,28,1,1,4,15,220,430203
2020,19,33,1,2,4,15,295,430203
2005,12,64,1,2,2,6,70,430301
2010,12,69,1,2,2,6,100,430301
2020,12,71,2,2,2,9,130,430302
2010,12,26,1,1,4,3,150,430303
2015,12,31,1,2,4,3,200,430303
2020,12,36,1,2,4,3,280,430303
2010,12,27,1,1,4,4,170,430403
2015,12,32,1,2,4,4,220,430403
2010,12,54,2,3,2,8,80,430404
2015,12,59,2,3,2,8,95,430404
2005,8,31,2,2,4,17,140,430504
2015,8,41,2,2,4,17,220,430504
2010,8,31,1,2,4,6,250,430603
2005,12,52,1,3,2,6,180,430801
2010,12,44,1,2,2,14,150,430902
2015,12,49,1,2,2,14,150,430902
2020,12,54,1,2,2,14,150,430902
2000,12,37,1,2,2,6,45,430903
2005,12,42,1,2,2,6,98,430903
2005,12,36,2,2,2,1,20,430904
2015,12,29,2,2,2,3,130,430907
2010,12,52,2,2,2,3,100,431003
2015,12,81,2,3,2,15,20,431102
2005,12,28,2,2,5,16,120,431203
2010,12,33,2,2,5,14,155,431203
2015,12,38,2,2,5,16,161,431203
2005,8,24,2,1,5,10,184,431205
2000,12,55,2,2,2,8,60,431302
2015,12,70,2,3,2,17,20,431302
2020,12,75,2,3,2,17,27,431302
2005,12,29,1,1,5,16,190,431303
2010,12,34,1,2,5,16,250,431303
2015,12,39,1,2,5,16,400,431303
2020,12,44,1,2,5,16,500,431303
2020,12,85,1,3,2,15,27,431501
2000,13,40,2,2,2,3,45,431802
2005,13,45,2,2,2,3,70,431802
2010,13,50,2,3,2,3,120,431802
2015,13,55,2,3,2,17,120,431802
2020,13,60,2,3,2,17,175,431802
2005,13,21,2,1,4,11,80,431803
2015,13,31,2,2,4,16,156,431803
2010,8,23,2,1,3,3,200,431804
2015,5,28,2,1,4,3,250,431804
2020,5,33,2,1,4,3,329,431804
2000,13,51,1,2,3,6,100,431901
2005,13,56,1,2,3,6,120,431901
2010,13,61,1,2,3,6,150,431901
2000,13,46,2,2,2,3,50,431902
2005,13,42,1,2,4,8,130,432001
2010,13,47,1,2,4,3,270,432001
2015,13,52,1,3,4,12,205,432001
2020,13,57,1,2,4,13,300,432001
2000,13,53,1,2,5,16,180,432101
2000,13,34,2,2,5,16,150,432202
2010,13,44,2,3,5,16,390,432202
2015,13,49,2,3,5,16,450,432202
2020,13,54,2,3,5,16,600,432202
2010,6,19,1,1,3,9,200,432203
2015,6,24,1,1,3,9,280,432203
2020,13,29,1,1,3,9,280,432203
2000,13,49,1,2,2,11,190,432401
2005,13,54,1,2,2,11,150,432401
2000,13,46,2,2,3,11,300,432402
2000,13,39,1,2,5,16,200,432501
2005,13,44,1,2,5,16,410,432501
2010,13,49,1,2,5,16,600,432501
2015,13,54,1,2,5,16,400,432501
2020,13,59,1,2,5,16,650,432501
2005,13,58,1,2,2,6,70,432701
2000,13,50,2,2,1,12,45,432702
2005,13,55,2,2,1,6,45,432702
2010,13,60,2,3,1,16,80,432702
2015,13,65,2,3,1,16,70,432702
2020,13,70,2,3,1,15,105,432702
2010,13,38,2,2,5,17,90,432803
2015,13,43,2,2,5,17,105,432803
2020,13,48,2,2,5,17,185,432803
2020,13,59,1,3,3,7,350,432808
2015,13,48,2,3,2,9,45,432902
2015,13,25,2,1,4,17,180,432904
2020,13,30,2,1,4,17,230,432904
2000,13,54,2,2,1,9,60,433102
2010,13,64,2,2,1,9,70,433102
2015,13,69,2,3,1,9,120,433102
2020,13,74,2,3,1,15,28,433102
2005,13,28,1,1,3,3,80,433104
2010,13,33,1,2,3,6,100,433104
2015,13,38,1,2,3,6,200,433104
2020,13,43,1,2,3,6,250,433104
2005,13,25,1,1,3,3,80,433105
2010,13,30,1,2,3,6,100,433105
2015,13,35,1,2,3,6,200,433105
2020,13,40,1,2,3,6,250,433105
2005,13,71,1,2,1,3,25,433201
2005,13,66,2,2,1,3,25,433202
2005,6,18,1,1,2,7,80,433303
2010,6,23,1,1,2,7,135,433303
2015,13,28,1,1,2,7,210,433303
2015,6,58,2,2,2,9,100,433306
2020,6,63,2,2,2,14,150,433306
2005,13,52,2,3,2,12,66,433401
2010,13,57,2,3,2,15,100,433401
2020,13,67,2,3,2,15,180,433401
2000,13,23,2,1,5,4,70,433402
2010,13,33,2,2,5,16,100,433402
2015,13,38,2,2,5,16,185,433402
2020,13,43,2,2,5,16,250,433402
2010,13,27,1,1,4,17,250,433404
2015,13,32,1,1,4,17,260,433404
2020,13,37,1,1,4,17,350,433404
2000,13,42,1,2,3,15,120,433501
2005,13,47,1,2,3,15,185,433501
2010,13,52,1,2,3,15,300,433501
2015,13,57,1,2,3,15,350,433501
2005,13,43,2,2,3,9,120,433702
2010,13,48,2,2,3,16,130,433702
2015,13,53,2,2,3,16,120,433702
2020,13,58,2,2,3,16,220,433702
2010,13,24,2,1,5,16,190,433704
2015,13,29,2,2,5,18,150,433704
2020,13,34,2,2,5,16,330,433704
2020,8,26,2,1,5,16,260,433705
2020,8,26,2,1,5,16,245,433706
2000,13,40,1,2,3,6,130,433901
2015,13,63,1,3,3,14,170,434101
2000,13,42,1,2,3,8,100,434401
2010,13,52,1,2,3,8,170,434401
2015,13,57,1,2,3,8,200,434401
2020,13,62,1,2,3,8,250,434401
2005,13,43,2,2,3,18,50,434402
2010,13,48,2,2,3,18,70,434402
2015,13,53,2,2,3,7,130,434402
2020,13,58,2,2,3,17,60,434402
2020,13,33,1,1,4,8,250,434403
2020,13,32,2,2,5,15,250,434404
2010,13,51,1,2,5,12,100,434501
2015,13,56,1,2,5,12,100,434501
2020,13,61,1,2,5,12,150,434501
2000,13,40,2,2,5,17,173,434502
2005,13,45,2,2,5,17,250,434502
2010,13,50,2,2,5,17,330,434502
2015,13,55,2,2,5,17,450,434502
2020,13,60,2,2,5,17,550,434502
2015,13,23,2,1,5,19,80,434503
2020,13,28,2,1,5,19,350,434503
2020,13,26,2,1,5,17,350,434504
2000,13,48,2,3,2,15,22,434601
2010,13,58,2,3,2,18,60,434601
2010,13,25,2,1,3,9,130,434602
2020,13,35,2,3,3,9,60,434602
2000,13,47,2,2,4,16,220,434703
2005,13,52,2,2,4,16,450,434703
2010,13,57,2,2,4,16,530,434703
2010,11,31,1,2,4,5,230,434704
2015,13,36,1,2,4,5,430,434704
2020,13,41,1,2,4,5,650,434704
2010,13,30,1,1,5,5,240,434705
2015,13,35,1,2,5,5,480,434705
2020,13,40,1,2,5,15,510,434705
2015,13,43,2,2,3,7,200,434801
2000,13,30,1,2,5,8,140,434802
2015,13,45,1,2,5,8,300,434802
2020,13,50,1,2,5,8,500,434802
2000,13,46,2,2,3,7,40,435002
2005,13,51,2,2,3,7,90,435002
2010,13,56,2,2,3,7,100,435002
2015,13,61,2,2,3,7,120,435002
2020,13,66,2,2,3,12,150,435002
2010,8,35,2,2,5,16,200,435003
2005,1,27,1,1,5,11,320,435004
2010,1,32,1,2,5,11,260,435004
2015,1,37,1,2,5,11,320,435004
2020,1,42,1,2,5,11,350,435004
2015,13,26,2,1,5,3,120,435203
2000,13,61,1,2,3,3,150,435301
2005,13,66,1,2,3,3,160,435301
2000,13,27,1,1,4,3,97,435303
2005,13,32,1,2,4,3,200,435303
2010,13,37,1,2,4,3,270,435303
2015,13,42,1,2,4,3,370,435303
2020,13,47,1,2,4,3,700,435303
2005,13,45,2,3,2,9,100,435401
2005,8,27,1,2,4,15,180,435402
2010,8,32,1,2,4,15,224,435402
2015,9,37,1,2,4,15,300,435402
2020,9,42,1,2,4,15,315,435402
2020,13,37,2,2,3,18,100,435404
2010,13,35,2,1,3,17,100,435501
2015,13,40,2,1,3,17,140,435501
2020,13,45,2,1,3,17,250,435501
2010,13,42,2,2,2,3,50,435503
2015,13,47,2,2,2,3,120,435503
2020,13,52,2,2,2,3,100,435503
2010,13,39,2,2,3,18,60,435504
2020,13,49,2,2,3,9,230,435504
2005,13,28,2,2,3,7,65,435505
2010,13,33,2,3,3,7,120,435505
2020,13,43,2,3,3,9,200,435505
2020,13,41,2,2,3,9,250,435506
2020,13,42,1,2,3,1,350,435508
2005,2,36,1,2,5,3,216,435601
2015,2,46,1,3,5,8,150,435601
2005,2,36,2,2,5,17,66,435602
2010,2,41,2,2,5,17,130,435602
2015,2,46,2,3,5,17,200,435602
2020,2,51,2,3,5,17,210,435602
2020,2,21,2,1,4,18,72,435604
2000,13,32,1,2,3,3,210,435701
2005,13,37,1,2,3,3,650,435701
2010,13,42,1,2,3,3,700,435701
2015,13,47,1,2,3,3,900,435701
2020,13,52,1,2,3,3,900,435701
2000,13,37,1,2,3,8,150,435901
2005,13,42,1,2,3,8,200,435901
2010,13,47,1,2,3,6,300,435901
2015,13,52,1,2,3,6,350,435901
2020,13,57,1,2,3,6,500,435901
2000,13,32,2,2,3,11,97,435902
2010,13,42,2,2,3,7,170,435902
2015,13,47,2,2,3,7,250,435902
2020,13,52,2,2,3,5,200,435902
2020,13,26,1,1,5,15,180,435903
2000,13,37,2,2,2,9,60,436002
2005,13,42,2,2,2,18,24,436002
2000,13,60,2,2,2,18,30,436102
2015,13,75,2,3,2,9,50,436102
2020,13,47,1,1,4,15,48,436103
2000,13,47,1,2,3,6,150,436201
2000,13,21,2,1,3,3,68,436204
2000,13,62,1,2,3,11,97,436301
2005,13,33,1,2,5,3,350,436303
2010,13,38,1,2,5,3,500,436303
2015,13,43,1,2,5,3,480,436303
2020,13,48,1,2,5,3,870,436303
2000,13,41,1,3,2,9,200,436401
2005,13,46,1,3,2,6,200,436401
2010,13,51,1,3,2,6,250,436401
2015,13,56,1,3,2,6,330,436401
2020,13,61,1,2,2,6,450,436401
2015,15,30,1,1,3,3,490,436402
2020,15,35,1,1,3,3,400,436402
2005,13,55,1,2,2,14,72,436501
2010,13,60,1,2,2,14,240,436501
2005,13,49,2,2,2,14,72,436502
2010,13,54,2,2,2,14,150,436502
2005,13,25,2,1,5,16,78,436503
2015,6,35,2,2,5,7,120,436503
2005,13,26,2,1,5,3,200,436604
2010,13,27,1,2,4,7,170,436605
2005,13,42,2,3,3,15,50,436801
2010,13,47,2,3,3,7,93,436801
2015,13,52,2,2,3,3,150,436801
2020,13,29,2,1,5,17,240,436803
2000,13,45,1,2,4,7,350,436901
2010,13,26,1,2,5,3,200,436903
2015,13,31,1,2,5,13,250,436903
2020,13,36,1,2,5,7,250,436903
2015,13,29,1,1,5,7,500,436904
2020,6,24,1,1,5,17,270,436905
2020,13,35,2,2,5,19,200,436906
2005,13,33,2,2,4,11,83,437002
2010,13,38,2,2,4,7,115,437002
2015,13,43,2,2,4,7,150,437002
2020,13,48,2,2,4,7,168,437002
2020,13,25,1,1,3,3,230,437004
2000,13,26,2,1,5,11,100,437005
2000,13,53,1,2,2,8,130,437101
2005,13,58,1,2,2,8,300,437101
2000,13,28,1,1,5,6,100,437103
2005,13,33,1,2,5,6,190,437103
2005,1,28,1,1,5,4,200,437104
2000,13,44,1,2,3,19,120,437201
2005,13,49,1,2,3,19,150,437201
2005,4,39,1,3,5,18,100,437303
2005,11,33,1,2,5,3,260,437304
2010,11,38,1,2,5,3,330,437304
2020,11,48,1,2,5,15,195,437304
2020,4,19,1,1,3,3,70,437305
2000,13,39,1,2,3,8,180,437401
2005,13,44,1,2,3,8,360,437401
2010,13,49,1,2,3,8,550,437401
2000,13,39,2,2,3,13,150,437402
2005,13,44,2,2,3,13,277,437402
2010,13,49,2,2,3,13,330,437402
2015,13,54,2,2,3,13,400,437402
2020,13,59,2,2,3,13,450,437402
2020,1,26,2,1,5,18,450,437404
2000,13,53,1,2,5,17,250,437501
2005,13,58,1,2,5,17,300,437501
2010,13,63,1,2,5,17,250,437501
2015,13,68,1,3,5,18,100,437501
2020,13,62,2,3,3,11,100,437502
2010,8,32,1,1,5,6,442,437602
2015,8,32,1,1,5,6,280,437603
2020,8,37,1,1,5,3,380,437603
2015,13,55,1,3,3,6,150,437704
2020,13,60,1,3,3,17,150,437704
2020,13,61,1,3,2,6,120,437801
2000,13,42,2,2,2,17,80,437802
2005,13,47,2,3,2,17,90,437802
2010,13,52,2,3,2,17,190,437802
2015,13,57,2,3,2,17,230,437802
2020,13,62,2,3,2,17,200,437802
2010,8,27,1,1,4,3,173,437803
2015,11,32,1,1,5,3,300,437803
2020,13,37,1,1,5,13,290,437803
2010,13,26,1,1,4,17,160,437804
2000,13,35,1,2,3,6,160,437901
2005,13,40,1,2,3,6,200,437901
2010,13,45,1,2,3,6,250,437901
2015,13,50,1,2,3,6,300,437901
2020,13,55,1,2,3,6,306,437901
2000,13,32,2,2,3,9,50,437902
2010,13,42,2,2,3,7,90,437902
2020,4,29,2,1,5,9,180,437903
2015,13,22,1,1,4,12,200,437904
2010,13,61,2,3,2,1,50,438001
2020,13,71,2,3,2,17,27,438001
2000,13,25,1,1,3,8,161,438003
2005,13,30,1,2,5,8,376,438003
2010,13,35,1,2,5,8,420,438003
2015,13,40,1,2,5,11,600,438003
2020,13,45,1,2,5,3,790,438003
2015,13,42,1,2,3,3,200,438203
2005,13,31,2,2,4,18,80,438204
2010,13,36,2,2,4,18,100,438204
2000,13,40,1,2,3,6,130,438301
2005,1,34,2,3,3,18,120,438302
2010,1,39,2,3,3,7,100,438302
2000,13,57,1,2,4,7,150,438401
2000,13,48,2,2,3,7,70,438402
2015,13,39,2,3,5,16,268,438403
2020,13,44,2,3,5,16,303,438403
2010,13,51,1,2,5,4,400,438501
2000,13,35,2,2,5,16,50,438502
2010,8,36,1,2,5,12,300,438603
2015,8,41,1,2,5,12,110,438603
2020,19,46,1,2,5,12,380,438603
2015,8,41,2,2,5,17,165,438607
2020,19,46,2,2,5,12,200,438607
2000,13,47,1,2,5,13,210,438701
2005,13,52,1,2,5,13,302,438701
2010,13,57,1,2,5,13,450,438701
2015,13,62,1,2,5,13,150,438701
2020,13,67,1,2,5,13,300,438701
2010,13,24,1,1,4,3,120,438703
2015,13,29,1,1,4,6,240,438703
2020,13,34,1,1,4,6,300,438703
2015,13,23,2,1,4,16,80,438705
2010,14,57,1,2,5,3,447,438801
2015,1,57,2,2,5,18,100,438802
2020,1,62,2,2,5,18,50,438802
2000,6,55,1,3,2,17,150,439001
2005,6,60,1,2,2,16,120,439001
2020,1,53,2,3,5,7,160,439003
2015,8,24,2,1,5,7,300,439004
2020,8,29,2,2,5,7,520,439004
2000,13,57,2,3,1,1,20,439102
2010,13,43,1,2,2,15,200,439106
2005,8,31,1,1,4,3,200,439203
2010,8,36,1,1,4,3,220,439203
2015,8,41,1,1,4,3,200,439203
2020,8,46,1,2,4,3,430,439203
2005,13,19,1,1,4,9,65,439502
2015,8,29,1,1,4,3,250,439502
2020,8,34,1,1,4,3,390,439502
2000,13,59,1,2,5,19,100,439601
2005,13,64,1,2,5,19,100,439601
2010,13,69,1,2,5,19,150,439601
2015,13,74,1,2,5,19,180,439601
2020,13,79,1,2,5,19,120,439601
2000,13,29,1,2,3,3,120,439603
2010,13,39,1,2,3,3,250,439603
2015,13,44,1,2,3,3,450,439603
2020,13,49,1,3,3,3,750,439603
2010,13,42,1,2,3,7,350,439701
2015,13,47,1,2,3,6,250,439701
2020,13,52,1,2,3,6,450,439701
2010,13,40,2,2,3,8,85,439702
2015,13,45,2,2,3,7,140,439702
2020,13,50,2,2,3,17,200,439702
2015,13,21,1,1,4,7,120,439703
2020,13,61,1,2,3,15,150,439801
2005,13,39,2,2,3,9,90,439802
2010,13,44,2,2,3,9,105,439802
2015,13,49,2,2,3,9,110,439802
2020,13,54,2,2,3,17,180,439802
2010,8,19,1,1,2,9,80,439803
2010,13,18,1,1,2,7,100,439804
2015,13,23,1,1,2,7,180,439804
2020,1,28,1,1,2,9,250,439804
2015,13,56,1,2,4,17,250,439901
2020,13,61,1,2,4,17,300,439901
2005,13,42,2,2,3,9,60,439902
2010,13,47,2,2,3,7,100,439902
2015,13,52,2,2,3,7,150,439902
2020,13,57,2,2,3,18,190,439902
2020,6,29,1,1,5,3,270,439903
2015,13,23,1,1,5,15,130,439904
2000,13,46,1,2,3,8,130,440001
2005,13,51,1,2,3,8,230,440001
2010,13,56,1,2,3,8,220,440001
2015,13,61,1,2,3,18,250,440001
2020,13,66,1,2,3,8,200,440001
2015,15,33,1,1,5,3,210,440003
2020,15,38,1,2,5,3,300,440003
2015,13,31,2,1,5,16,180,440004
2020,13,36,2,2,5,16,360,440004
2000,13,36,1,2,3,8,195,440101
2005,13,41,1,2,3,8,292,440101
2010,13,46,1,2,3,8,330,440101
2020,6,27,1,1,4,19,300,440103
2000,13,66,1,2,2,6,80,440201
2000,13,61,2,2,2,12,40,440202
2000,8,33,1,2,5,6,170,440301
2005,8,38,1,2,5,6,310,440301
2000,13,34,1,2,5,10,250,440401
